type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,7.92,6.0,4,33.0,0
dur,3.96,3.0,32,267.0,1
dur,11.88,9.0,8,67.0,2
isi,3.96,3.0,2,17.0,3
isi,17.16,13.0,32,267.0,4
dur,10.56,8.0,0,0.0,5
dur,3.96,3.0,2,17.0,6
dur,14.520000000000001,11.0,0,0.0,7
dur,7.92,6.0,16,134.0,8
isi,3.96,3.0,16,134.0,9
dur,11.88,9.0,64,533.0,10
isi,6.6000000000000005,5.0,16,134.0,11
isi,9.24,7.0,8,67.0,12
dur,3.96,3.0,2,17.0,13
isi,5.28,4.0,4,33.0,14
isi,7.92,6.0,8,67.0,15
isi,5.28,4.0,32,267.0,16
dur,10.56,8.0,8,67.0,17
dur,3.96,3.0,64,533.0,18
dur,9.24,7.0,16,134.0,19
dur,3.96,3.0,32,267.0,20
dur,6.6000000000000005,5.0,0,0.0,21
isi,5.28,4.0,2,17.0,22
isi,3.96,3.0,4,33.0,23
dur,3.96,3.0,4,33.0,24
isi,10.56,8.0,64,533.0,25
isi,13.200000000000001,10.0,4,33.0,26
dur,13.200000000000001,10.0,2,17.0,27
dur,7.92,6.0,4,33.0,28
dur,5.28,4.0,32,267.0,29
isi,6.6000000000000005,5.0,2,17.0,30
dur,6.6000000000000005,5.0,16,134.0,31
isi,9.24,7.0,16,134.0,32
isi,5.28,4.0,32,267.0,33
dur,6.6000000000000005,5.0,64,533.0,34
dur,15.84,12.0,8,67.0,35
isi,5.28,4.0,8,67.0,36
isi,3.96,3.0,64,533.0,37
isi,5.28,4.0,64,533.0,38
