type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,6.6000000000000005,5.0,4,33.0,0
dur,3.96,3.0,64,533.0,1
dur,7.92,6.0,2,17.0,2
dur,7.92,6.0,2,17.0,3
dur,9.24,7.0,16,134.0,4
isi,5.28,4.0,64,533.0,5
dur,5.28,4.0,64,533.0,6
isi,7.92,6.0,8,67.0,7
dur,3.96,3.0,8,67.0,8
dur,3.96,3.0,32,267.0,9
isi,10.56,8.0,4,33.0,10
dur,6.6000000000000005,5.0,0,0.0,11
dur,5.28,4.0,16,134.0,12
dur,15.84,12.0,4,33.0,13
isi,6.6000000000000005,5.0,32,267.0,14
dur,11.88,9.0,8,67.0,15
isi,3.96,3.0,4,33.0,16
isi,5.28,4.0,2,17.0,17
isi,10.56,8.0,8,67.0,18
dur,5.28,4.0,0,0.0,19
isi,5.28,4.0,4,33.0,20
isi,5.28,4.0,64,533.0,21
dur,13.200000000000001,10.0,4,33.0,22
isi,3.96,3.0,2,17.0,23
isi,9.24,7.0,16,134.0,24
dur,6.6000000000000005,5.0,8,67.0,25
isi,7.92,6.0,16,134.0,26
dur,13.200000000000001,10.0,32,267.0,27
isi,10.56,8.0,32,267.0,28
dur,11.88,9.0,16,134.0,29
isi,14.520000000000001,11.0,32,267.0,30
dur,3.96,3.0,32,267.0,31
isi,3.96,3.0,2,17.0,32
isi,17.16,13.0,64,533.0,33
isi,6.6000000000000005,5.0,16,134.0,34
dur,3.96,3.0,64,533.0,35
isi,3.96,3.0,8,67.0,36
dur,9.24,7.0,2,17.0,37
dur,3.96,3.0,0,0.0,38
