type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,14.520000000000001,11.0,4,33.0,0
dur,10.56,8.0,0,0.0,1
dur,3.96,3.0,32,267.0,2
dur,5.28,4.0,2,17.0,3
isi,6.6000000000000005,5.0,8,67.0,4
isi,3.96,3.0,32,267.0,5
dur,13.200000000000001,10.0,2,17.0,6
isi,5.28,4.0,2,17.0,7
dur,7.92,6.0,16,134.0,8
dur,3.96,3.0,4,33.0,9
isi,3.96,3.0,64,533.0,10
isi,15.84,12.0,2,17.0,11
isi,5.28,4.0,8,67.0,12
isi,11.88,9.0,64,533.0,13
dur,7.92,6.0,64,533.0,14
dur,5.28,4.0,64,533.0,15
dur,3.96,3.0,32,267.0,16
dur,13.200000000000001,10.0,16,134.0,17
dur,3.96,3.0,2,17.0,18
isi,7.92,6.0,8,67.0,19
dur,9.24,7.0,16,134.0,20
isi,17.16,13.0,2,17.0,21
isi,9.24,7.0,32,267.0,22
isi,3.96,3.0,16,134.0,23
dur,6.6000000000000005,5.0,8,67.0,24
isi,7.92,6.0,4,33.0,25
dur,5.28,4.0,4,33.0,26
isi,9.24,7.0,32,267.0,27
isi,10.56,8.0,16,134.0,28
isi,3.96,3.0,16,134.0,29
dur,11.88,9.0,8,67.0,30
isi,3.96,3.0,4,33.0,31
dur,10.56,8.0,64,533.0,32
dur,6.6000000000000005,5.0,0,0.0,33
isi,5.28,4.0,64,533.0,34
dur,3.96,3.0,8,67.0,35
dur,5.28,4.0,0,0.0,36
dur,6.6000000000000005,5.0,32,267.0,37
dur,6.6000000000000005,5.0,4,33.0,38
