type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,13.200000000000001,10.0,8,67.0,0
isi,13.200000000000001,10.0,8,67.0,1
dur,11.88,9.0,64,533.0,2
isi,5.28,4.0,2,17.0,3
dur,6.6000000000000005,5.0,8,67.0,4
dur,11.88,9.0,4,33.0,5
isi,3.96,3.0,32,267.0,6
isi,6.6000000000000005,5.0,8,67.0,7
isi,9.24,7.0,16,134.0,8
dur,3.96,3.0,64,533.0,9
isi,5.28,4.0,32,267.0,10
isi,5.28,4.0,64,533.0,11
dur,3.96,3.0,4,33.0,12
isi,6.6000000000000005,5.0,4,33.0,13
isi,9.24,7.0,32,267.0,14
dur,3.96,3.0,16,134.0,15
isi,10.56,8.0,8,67.0,16
dur,10.56,8.0,16,134.0,17
isi,3.96,3.0,16,134.0,18
dur,6.6000000000000005,5.0,64,533.0,19
dur,10.56,8.0,0,0.0,20
isi,5.28,4.0,2,17.0,21
dur,3.96,3.0,2,17.0,22
dur,9.24,7.0,0,0.0,23
dur,7.92,6.0,0,0.0,24
dur,14.520000000000001,11.0,2,17.0,25
dur,17.16,13.0,2,17.0,26
dur,5.28,4.0,32,267.0,27
isi,3.96,3.0,64,533.0,28
dur,7.92,6.0,4,33.0,29
dur,7.92,6.0,16,134.0,30
dur,5.28,4.0,32,267.0,31
isi,3.96,3.0,4,33.0,32
isi,3.96,3.0,16,134.0,33
isi,5.28,4.0,4,33.0,34
dur,15.84,12.0,32,267.0,35
isi,7.92,6.0,64,533.0,36
dur,3.96,3.0,8,67.0,37
isi,6.6000000000000005,5.0,2,17.0,38
