type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,6.0,6.0,16,134.0,0
isi,11.0,11.0,8,67.0,1
dur,12.0,12.0,4,33.0,2
dur,6.0,6.0,8,67.0,3
isi,3.0,3.0,16,134.0,4
isi,3.0,3.0,4,33.0,5
isi,10.0,10.0,64,533.0,6
isi,9.0,9.0,4,33.0,7
isi,3.0,3.0,8,67.0,8
dur,5.0,5.0,64,533.0,9
dur,8.0,8.0,8,67.0,10
isi,13.0,13.0,64,533.0,11
isi,6.0,6.0,32,267.0,12
isi,8.0,8.0,2,17.0,13
isi,4.0,4.0,8,67.0,14
isi,4.0,4.0,2,17.0,15
dur,5.0,5.0,4,33.0,16
dur,5.0,5.0,0,0.0,17
dur,8.0,8.0,2,17.0,18
isi,3.0,3.0,2,17.0,19
isi,3.0,3.0,4,33.0,20
dur,9.0,9.0,32,267.0,21
dur,3.0,3.0,32,267.0,22
dur,3.0,3.0,16,134.0,23
dur,4.0,4.0,4,33.0,24
dur,7.0,7.0,0,0.0,25
dur,10.0,10.0,8,67.0,26
dur,5.0,5.0,64,533.0,27
isi,4.0,4.0,16,134.0,28
dur,6.0,6.0,2,17.0,29
dur,4.0,4.0,16,134.0,30
dur,3.0,3.0,32,267.0,31
dur,7.0,7.0,2,17.0,32
isi,4.0,4.0,32,267.0,33
dur,14.0,14.0,16,134.0,34
dur,5.0,5.0,0,0.0,35
isi,4.0,4.0,64,533.0,36
isi,3.0,3.0,32,267.0,37
dur,7.0,7.0,64,533.0,38
