type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,3.96,3.0,32,267.0,0
isi,6.6000000000000005,5.0,16,134.0,1
dur,5.28,4.0,4,33.0,2
isi,9.24,7.0,32,267.0,3
dur,11.88,9.0,2,17.0,4
isi,6.6000000000000005,5.0,16,134.0,5
isi,7.92,6.0,64,533.0,6
dur,7.92,6.0,8,67.0,7
dur,10.56,8.0,32,267.0,8
dur,9.24,7.0,4,33.0,9
dur,5.28,4.0,0,0.0,10
isi,3.96,3.0,2,17.0,11
dur,6.6000000000000005,5.0,32,267.0,12
isi,5.28,4.0,4,33.0,13
dur,5.28,4.0,16,134.0,14
isi,13.200000000000001,10.0,4,33.0,15
dur,5.28,4.0,8,67.0,16
dur,10.56,8.0,2,17.0,17
isi,7.92,6.0,2,17.0,18
isi,6.6000000000000005,5.0,64,533.0,19
isi,3.96,3.0,64,533.0,20
isi,3.96,3.0,16,134.0,21
isi,5.28,4.0,32,267.0,22
dur,7.92,6.0,16,134.0,23
dur,6.6000000000000005,5.0,2,17.0,24
dur,5.28,4.0,64,533.0,25
dur,5.28,4.0,64,533.0,26
dur,3.96,3.0,8,67.0,27
dur,3.96,3.0,0,0.0,28
dur,3.96,3.0,64,533.0,29
isi,14.520000000000001,11.0,2,17.0,30
dur,9.24,7.0,32,267.0,31
isi,3.96,3.0,4,33.0,32
isi,11.88,9.0,8,67.0,33
isi,3.96,3.0,8,67.0,34
dur,6.6000000000000005,5.0,4,33.0,35
dur,3.96,3.0,16,134.0,36
dur,3.96,3.0,0,0.0,37
isi,3.96,3.0,8,67.0,38
