type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,14.520000000000001,11.0,32,267.0,0
dur,6.6000000000000005,5.0,4,33.0,1
isi,9.24,7.0,64,533.0,2
isi,9.24,7.0,32,267.0,3
isi,7.92,6.0,2,17.0,4
dur,6.6000000000000005,5.0,2,17.0,5
dur,11.88,9.0,8,67.0,6
isi,3.96,3.0,32,267.0,7
dur,3.96,3.0,4,33.0,8
isi,5.28,4.0,64,533.0,9
isi,3.96,3.0,2,17.0,10
isi,3.96,3.0,8,67.0,11
dur,3.96,3.0,0,0.0,12
dur,7.92,6.0,2,17.0,13
isi,11.88,9.0,16,134.0,14
dur,3.96,3.0,16,134.0,15
dur,3.96,3.0,2,17.0,16
isi,10.56,8.0,4,33.0,17
isi,5.28,4.0,4,33.0,18
isi,7.92,6.0,8,67.0,19
isi,3.96,3.0,8,67.0,20
isi,7.92,6.0,4,33.0,21
dur,5.28,4.0,0,0.0,22
dur,13.200000000000001,10.0,8,67.0,23
dur,3.96,3.0,32,267.0,24
isi,3.96,3.0,16,134.0,25
isi,9.24,7.0,16,134.0,26
isi,5.28,4.0,64,533.0,27
dur,6.6000000000000005,5.0,0,0.0,28
dur,5.28,4.0,64,533.0,29
dur,6.6000000000000005,5.0,4,33.0,30
dur,6.6000000000000005,5.0,8,67.0,31
dur,10.56,8.0,16,134.0,32
isi,3.96,3.0,32,267.0,33
dur,5.28,4.0,64,533.0,34
dur,3.96,3.0,64,533.0,35
dur,5.28,4.0,32,267.0,36
isi,5.28,4.0,2,17.0,37
dur,6.6000000000000005,5.0,16,134.0,38
