type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,64,533.0,0
isi,11.88,9.0,32,267.0,1
dur,6.6000000000000005,5.0,2,17.0,2
dur,6.6000000000000005,5.0,8,67.0,3
dur,5.28,4.0,64,533.0,4
isi,5.28,4.0,8,67.0,5
isi,3.96,3.0,8,67.0,6
isi,6.6000000000000005,5.0,4,33.0,7
dur,3.96,3.0,0,0.0,8
dur,3.96,3.0,0,0.0,9
dur,5.28,4.0,2,17.0,10
dur,9.24,7.0,16,134.0,11
dur,3.96,3.0,32,267.0,12
isi,11.88,9.0,4,33.0,13
isi,6.6000000000000005,5.0,2,17.0,14
isi,5.28,4.0,2,17.0,15
dur,5.28,4.0,16,134.0,16
isi,6.6000000000000005,5.0,32,267.0,17
isi,9.24,7.0,8,67.0,18
isi,6.6000000000000005,5.0,16,134.0,19
isi,5.28,4.0,4,33.0,20
dur,7.92,6.0,4,33.0,21
dur,10.56,8.0,16,134.0,22
dur,10.56,8.0,32,267.0,23
dur,7.92,6.0,8,67.0,24
dur,3.96,3.0,64,533.0,25
isi,13.200000000000001,10.0,64,533.0,26
dur,5.28,4.0,4,33.0,27
dur,3.96,3.0,0,0.0,28
dur,7.92,6.0,32,267.0,29
isi,3.96,3.0,16,134.0,30
isi,3.96,3.0,64,533.0,31
isi,14.520000000000001,11.0,16,134.0,32
isi,7.92,6.0,2,17.0,33
dur,9.24,7.0,8,67.0,34
dur,5.28,4.0,4,33.0,35
dur,3.96,3.0,2,17.0,36
isi,3.96,3.0,64,533.0,37
isi,3.96,3.0,32,267.0,38
