type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,5.28,4.0,4,33.0,0
dur,5.28,4.0,64,533.0,1
dur,6.6000000000000005,5.0,2,17.0,2
isi,14.520000000000001,11.0,8,67.0,3
dur,7.92,6.0,4,33.0,4
dur,3.96,3.0,16,134.0,5
isi,6.6000000000000005,5.0,32,267.0,6
dur,9.24,7.0,32,267.0,7
dur,11.88,9.0,8,67.0,8
isi,3.96,3.0,8,67.0,9
dur,7.92,6.0,16,134.0,10
dur,3.96,3.0,0,0.0,11
isi,3.96,3.0,4,33.0,12
isi,3.96,3.0,8,67.0,13
isi,6.6000000000000005,5.0,64,533.0,14
isi,10.56,8.0,4,33.0,15
dur,6.6000000000000005,5.0,32,267.0,16
dur,11.88,9.0,64,533.0,17
dur,3.96,3.0,4,33.0,18
isi,5.28,4.0,64,533.0,19
dur,3.96,3.0,2,17.0,20
isi,5.28,4.0,16,134.0,21
isi,7.92,6.0,2,17.0,22
isi,5.28,4.0,16,134.0,23
isi,3.96,3.0,2,17.0,24
dur,9.24,7.0,0,0.0,25
dur,6.6000000000000005,5.0,8,67.0,26
dur,3.96,3.0,64,533.0,27
isi,3.96,3.0,2,17.0,28
dur,3.96,3.0,16,134.0,29
dur,6.6000000000000005,5.0,0,0.0,30
dur,5.28,4.0,32,267.0,31
isi,7.92,6.0,32,267.0,32
dur,9.24,7.0,2,17.0,33
isi,3.96,3.0,16,134.0,34
isi,10.56,8.0,32,267.0,35
dur,13.200000000000001,10.0,8,67.0,36
dur,5.28,4.0,4,33.0,37
isi,5.28,4.0,64,533.0,38
