type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,14.520000000000001,11.0,8,67.0,0
isi,5.28,4.0,8,67.0,1
dur,3.96,3.0,64,533.0,2
isi,5.28,4.0,16,134.0,3
isi,3.96,3.0,64,533.0,4
isi,5.28,4.0,4,33.0,5
dur,5.28,4.0,4,33.0,6
dur,5.28,4.0,2,17.0,7
dur,9.24,7.0,0,0.0,8
dur,3.96,3.0,2,17.0,9
dur,11.88,9.0,16,134.0,10
isi,5.28,4.0,8,67.0,11
isi,3.96,3.0,2,17.0,12
isi,9.24,7.0,32,267.0,13
dur,7.92,6.0,16,134.0,14
isi,6.6000000000000005,5.0,2,17.0,15
dur,7.92,6.0,2,17.0,16
dur,3.96,3.0,32,267.0,17
isi,7.92,6.0,4,33.0,18
isi,3.96,3.0,8,67.0,19
dur,6.6000000000000005,5.0,8,67.0,20
dur,6.6000000000000005,5.0,64,533.0,21
dur,11.88,9.0,0,0.0,22
dur,3.96,3.0,64,533.0,23
dur,3.96,3.0,0,0.0,24
dur,3.96,3.0,4,33.0,25
dur,10.56,8.0,8,67.0,26
dur,6.6000000000000005,5.0,4,33.0,27
isi,3.96,3.0,2,17.0,28
isi,13.200000000000001,10.0,32,267.0,29
dur,5.28,4.0,32,267.0,30
isi,3.96,3.0,4,33.0,31
dur,10.56,8.0,16,134.0,32
isi,6.6000000000000005,5.0,32,267.0,33
isi,7.92,6.0,64,533.0,34
isi,9.24,7.0,16,134.0,35
isi,3.96,3.0,16,134.0,36
dur,6.6000000000000005,5.0,32,267.0,37
isi,5.28,4.0,64,533.0,38
