type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,6.6000000000000005,5.0,16,134.0,0
isi,5.28,4.0,2,17.0,1
isi,3.96,3.0,4,33.0,2
dur,13.200000000000001,10.0,4,33.0,3
dur,11.88,9.0,2,17.0,4
isi,6.6000000000000005,5.0,4,33.0,5
dur,3.96,3.0,4,33.0,6
dur,7.92,6.0,64,533.0,7
isi,5.28,4.0,64,533.0,8
isi,3.96,3.0,8,67.0,9
isi,3.96,3.0,32,267.0,10
dur,6.6000000000000005,5.0,0,0.0,11
dur,3.96,3.0,0,0.0,12
isi,5.28,4.0,8,67.0,13
dur,5.28,4.0,16,134.0,14
isi,10.56,8.0,2,17.0,15
dur,5.28,4.0,8,67.0,16
dur,14.520000000000001,11.0,8,67.0,17
dur,5.28,4.0,16,134.0,18
isi,3.96,3.0,8,67.0,19
isi,7.92,6.0,16,134.0,20
dur,6.6000000000000005,5.0,4,33.0,21
dur,15.84,12.0,2,17.0,22
dur,3.96,3.0,32,267.0,23
isi,3.96,3.0,32,267.0,24
isi,10.56,8.0,64,533.0,25
isi,9.24,7.0,2,17.0,26
dur,3.96,3.0,32,267.0,27
isi,5.28,4.0,32,267.0,28
dur,3.96,3.0,32,267.0,29
dur,11.88,9.0,8,67.0,30
isi,7.92,6.0,16,134.0,31
dur,6.6000000000000005,5.0,64,533.0,32
dur,7.92,6.0,0,0.0,33
dur,9.24,7.0,64,533.0,34
dur,3.96,3.0,2,17.0,35
dur,5.28,4.0,16,134.0,36
isi,6.6000000000000005,5.0,64,533.0,37
isi,9.24,7.0,4,33.0,38
