type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,6.6000000000000005,5.0,16,134.0,0
dur,6.6000000000000005,5.0,0,0.0,1
dur,3.96,3.0,2,17.0,2
isi,7.92,6.0,16,134.0,3
dur,3.96,3.0,2,17.0,4
isi,3.96,3.0,8,67.0,5
isi,3.96,3.0,64,533.0,6
isi,10.56,8.0,64,533.0,7
dur,5.28,4.0,16,134.0,8
dur,10.56,8.0,0,0.0,9
dur,9.24,7.0,2,17.0,10
dur,11.88,9.0,0,0.0,11
dur,6.6000000000000005,5.0,32,267.0,12
dur,6.6000000000000005,5.0,16,134.0,13
isi,5.28,4.0,64,533.0,14
dur,11.88,9.0,8,67.0,15
isi,9.24,7.0,2,17.0,16
isi,7.92,6.0,4,33.0,17
dur,7.92,6.0,4,33.0,18
dur,5.28,4.0,32,267.0,19
dur,9.24,7.0,8,67.0,20
isi,13.200000000000001,10.0,4,33.0,21
dur,3.96,3.0,64,533.0,22
isi,3.96,3.0,32,267.0,23
dur,15.84,12.0,4,33.0,24
isi,3.96,3.0,8,67.0,25
dur,5.28,4.0,64,533.0,26
dur,6.6000000000000005,5.0,8,67.0,27
isi,3.96,3.0,32,267.0,28
isi,3.96,3.0,2,17.0,29
dur,5.28,4.0,16,134.0,30
isi,14.520000000000001,11.0,2,17.0,31
isi,3.96,3.0,4,33.0,32
isi,5.28,4.0,8,67.0,33
isi,5.28,4.0,16,134.0,34
dur,7.92,6.0,64,533.0,35
dur,3.96,3.0,4,33.0,36
isi,5.28,4.0,32,267.0,37
dur,6.6000000000000005,5.0,32,267.0,38
