type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,5.28,4.0,32,267.0,0
isi,9.24,7.0,64,533.0,1
isi,7.92,6.0,4,33.0,2
isi,3.96,3.0,4,33.0,3
dur,9.24,7.0,8,67.0,4
dur,15.84,12.0,2,17.0,5
dur,3.96,3.0,4,33.0,6
isi,5.28,4.0,64,533.0,7
dur,6.6000000000000005,5.0,64,533.0,8
dur,3.96,3.0,64,533.0,9
isi,6.6000000000000005,5.0,8,67.0,10
isi,5.28,4.0,64,533.0,11
dur,11.88,9.0,4,33.0,12
dur,3.96,3.0,16,134.0,13
dur,3.96,3.0,8,67.0,14
dur,5.28,4.0,16,134.0,15
isi,9.24,7.0,32,267.0,16
dur,5.28,4.0,32,267.0,17
isi,3.96,3.0,2,17.0,18
isi,3.96,3.0,2,17.0,19
dur,7.92,6.0,2,17.0,20
isi,3.96,3.0,16,134.0,21
dur,3.96,3.0,32,267.0,22
isi,3.96,3.0,8,67.0,23
dur,11.88,9.0,0,0.0,24
dur,3.96,3.0,4,33.0,25
dur,13.200000000000001,10.0,64,533.0,26
dur,10.56,8.0,8,67.0,27
dur,5.28,4.0,16,134.0,28
isi,5.28,4.0,32,267.0,29
dur,7.92,6.0,2,17.0,30
isi,6.6000000000000005,5.0,8,67.0,31
dur,6.6000000000000005,5.0,32,267.0,32
isi,6.6000000000000005,5.0,16,134.0,33
dur,10.56,8.0,0,0.0,34
isi,6.6000000000000005,5.0,16,134.0,35
isi,7.92,6.0,2,17.0,36
isi,5.28,4.0,4,33.0,37
dur,14.520000000000001,11.0,0,0.0,38
