type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,10.56,8.0,16,134.0,0
isi,5.28,4.0,4,33.0,1
dur,10.56,8.0,2,17.0,2
dur,6.6000000000000005,5.0,0,0.0,3
dur,11.88,9.0,8,67.0,4
isi,9.24,7.0,64,533.0,5
isi,7.92,6.0,16,134.0,6
isi,5.28,4.0,32,267.0,7
dur,17.16,13.0,0,0.0,8
dur,3.96,3.0,32,267.0,9
isi,5.28,4.0,8,67.0,10
dur,7.92,6.0,8,67.0,11
dur,5.28,4.0,32,267.0,12
isi,10.56,8.0,2,17.0,13
dur,3.96,3.0,4,33.0,14
dur,3.96,3.0,64,533.0,15
isi,13.200000000000001,10.0,2,17.0,16
isi,6.6000000000000005,5.0,64,533.0,17
dur,3.96,3.0,64,533.0,18
isi,9.24,7.0,16,134.0,19
dur,14.520000000000001,11.0,4,33.0,20
dur,11.88,9.0,16,134.0,21
dur,3.96,3.0,32,267.0,22
isi,3.96,3.0,4,33.0,23
dur,6.6000000000000005,5.0,64,533.0,24
dur,9.24,7.0,8,67.0,25
dur,6.6000000000000005,5.0,2,17.0,26
isi,7.92,6.0,32,267.0,27
dur,5.28,4.0,0,0.0,28
isi,3.96,3.0,4,33.0,29
dur,13.200000000000001,10.0,4,33.0,30
isi,5.28,4.0,8,67.0,31
dur,3.96,3.0,16,134.0,32
isi,9.24,7.0,16,134.0,33
isi,7.92,6.0,32,267.0,34
dur,15.84,12.0,2,17.0,35
isi,6.6000000000000005,5.0,8,67.0,36
isi,3.96,3.0,64,533.0,37
isi,5.28,4.0,2,17.0,38
