type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,13.200000000000001,10.0,16,134.0,0
isi,3.96,3.0,4,33.0,1
isi,7.92,6.0,4,33.0,2
dur,13.200000000000001,10.0,32,267.0,3
isi,11.88,9.0,32,267.0,4
dur,11.88,9.0,4,33.0,5
isi,5.28,4.0,4,33.0,6
dur,6.6000000000000005,5.0,2,17.0,7
dur,10.56,8.0,0,0.0,8
dur,9.24,7.0,32,267.0,9
dur,9.24,7.0,8,67.0,10
dur,7.92,6.0,2,17.0,11
dur,6.6000000000000005,5.0,2,17.0,12
isi,3.96,3.0,32,267.0,13
isi,9.24,7.0,16,134.0,14
isi,3.96,3.0,64,533.0,15
isi,9.24,7.0,8,67.0,16
isi,5.28,4.0,64,533.0,17
isi,3.96,3.0,8,67.0,18
isi,17.16,13.0,2,17.0,19
dur,14.520000000000001,11.0,16,134.0,20
dur,3.96,3.0,8,67.0,21
isi,5.28,4.0,32,267.0,22
isi,5.28,4.0,8,67.0,23
dur,3.96,3.0,4,33.0,24
dur,7.92,6.0,64,533.0,25
isi,5.28,4.0,2,17.0,26
dur,3.96,3.0,16,134.0,27
isi,15.84,12.0,2,17.0,28
dur,3.96,3.0,64,533.0,29
dur,6.6000000000000005,5.0,64,533.0,30
dur,10.56,8.0,16,134.0,31
isi,10.56,8.0,64,533.0,32
dur,3.96,3.0,0,0.0,33
dur,7.92,6.0,0,0.0,34
dur,5.28,4.0,4,33.0,35
dur,5.28,4.0,32,267.0,36
dur,6.6000000000000005,5.0,8,67.0,37
isi,6.6000000000000005,5.0,16,134.0,38
