type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,9.24,7.0,64,533.0,0
dur,11.88,9.0,0,0.0,1
isi,5.28,4.0,64,533.0,2
isi,5.28,4.0,4,33.0,3
isi,13.200000000000001,10.0,8,67.0,4
dur,7.92,6.0,64,533.0,5
isi,5.28,4.0,2,17.0,6
dur,6.6000000000000005,5.0,64,533.0,7
dur,9.24,7.0,16,134.0,8
isi,17.16,13.0,16,134.0,9
dur,9.24,7.0,16,134.0,10
dur,10.56,8.0,16,134.0,11
dur,6.6000000000000005,5.0,2,17.0,12
isi,3.96,3.0,32,267.0,13
isi,10.56,8.0,8,67.0,14
isi,5.28,4.0,2,17.0,15
isi,3.96,3.0,32,267.0,16
isi,6.6000000000000005,5.0,4,33.0,17
dur,3.96,3.0,4,33.0,18
dur,15.84,12.0,8,67.0,19
isi,3.96,3.0,16,134.0,20
dur,3.96,3.0,64,533.0,21
dur,3.96,3.0,32,267.0,22
isi,7.92,6.0,8,67.0,23
dur,9.24,7.0,2,17.0,24
dur,3.96,3.0,4,33.0,25
dur,10.56,8.0,0,0.0,26
dur,14.520000000000001,11.0,2,17.0,27
dur,3.96,3.0,32,267.0,28
isi,3.96,3.0,2,17.0,29
dur,11.88,9.0,4,33.0,30
dur,5.28,4.0,8,67.0,31
dur,6.6000000000000005,5.0,8,67.0,32
isi,7.92,6.0,16,134.0,33
dur,5.28,4.0,32,267.0,34
isi,5.28,4.0,64,533.0,35
isi,7.92,6.0,4,33.0,36
dur,6.6000000000000005,5.0,0,0.0,37
isi,13.200000000000001,10.0,32,267.0,38
