type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,5.28,4.0,16,134.0,0
dur,5.28,4.0,64,533.0,1
dur,7.92,6.0,2,17.0,2
dur,6.6000000000000005,5.0,4,33.0,3
dur,3.96,3.0,32,267.0,4
dur,10.56,8.0,64,533.0,5
dur,9.24,7.0,8,67.0,6
isi,10.56,8.0,16,134.0,7
isi,5.28,4.0,64,533.0,8
isi,13.200000000000001,10.0,32,267.0,9
dur,17.16,13.0,16,134.0,10
isi,15.84,12.0,32,267.0,11
dur,5.28,4.0,8,67.0,12
isi,5.28,4.0,64,533.0,13
dur,5.28,4.0,2,17.0,14
dur,3.96,3.0,8,67.0,15
dur,6.6000000000000005,5.0,4,33.0,16
isi,9.24,7.0,2,17.0,17
dur,3.96,3.0,16,134.0,18
isi,6.6000000000000005,5.0,8,67.0,19
dur,7.92,6.0,64,533.0,20
isi,7.92,6.0,32,267.0,21
isi,14.520000000000001,11.0,8,67.0,22
isi,3.96,3.0,8,67.0,23
isi,3.96,3.0,4,33.0,24
isi,7.92,6.0,2,17.0,25
dur,9.24,7.0,0,0.0,26
isi,11.88,9.0,2,17.0,27
dur,10.56,8.0,0,0.0,28
dur,3.96,3.0,32,267.0,29
isi,3.96,3.0,16,134.0,30
dur,6.6000000000000005,5.0,2,17.0,31
dur,5.28,4.0,32,267.0,32
isi,6.6000000000000005,5.0,4,33.0,33
isi,3.96,3.0,4,33.0,34
dur,3.96,3.0,4,33.0,35
dur,11.88,9.0,16,134.0,36
isi,9.24,7.0,64,533.0,37
dur,13.200000000000001,10.0,0,0.0,38
