type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,5.28,4.0,8,67.0,0
dur,5.28,4.0,0,0.0,1
isi,5.28,4.0,8,67.0,2
dur,5.28,4.0,8,67.0,3
dur,5.28,4.0,2,17.0,4
isi,5.28,4.0,32,267.0,5
dur,5.28,4.0,32,267.0,6
dur,5.28,4.0,4,33.0,7
dur,5.28,4.0,16,134.0,8
dur,5.28,4.0,32,267.0,9
isi,5.28,4.0,8,67.0,10
isi,5.28,4.0,4,33.0,11
dur,5.28,4.0,16,134.0,12
dur,5.28,4.0,8,67.0,13
isi,5.28,4.0,32,267.0,14
dur,5.28,4.0,2,17.0,15
dur,5.28,4.0,64,533.0,16
dur,5.28,4.0,4,33.0,17
dur,5.28,4.0,4,33.0,18
isi,5.28,4.0,32,267.0,19
isi,5.28,4.0,2,17.0,20
dur,5.28,4.0,2,17.0,21
isi,5.28,4.0,4,33.0,22
isi,5.28,4.0,2,17.0,23
isi,5.28,4.0,16,134.0,24
isi,5.28,4.0,16,134.0,25
dur,5.28,4.0,0,0.0,26
isi,5.28,4.0,16,134.0,27
isi,5.28,4.0,64,533.0,28
dur,5.28,4.0,0,0.0,29
isi,5.28,4.0,64,533.0,30
dur,5.28,4.0,64,533.0,31
isi,5.28,4.0,4,33.0,32
dur,5.28,4.0,16,134.0,33
isi,5.28,4.0,32,267.0,34
dur,5.28,4.0,2,17.0,35
dur,5.28,4.0,4,33.0,36
dur,5.28,4.0,32,267.0,37
isi,5.28,4.0,64,533.0,38
isi,5.28,4.0,4,33.0,39
isi,5.28,4.0,2,17.0,40
isi,5.28,4.0,8,67.0,41
dur,5.28,4.0,0,0.0,42
isi,5.28,4.0,64,533.0,43
dur,5.28,4.0,8,67.0,44
dur,5.28,4.0,64,533.0,45
dur,5.28,4.0,64,533.0,46
dur,5.28,4.0,16,134.0,47
dur,5.28,4.0,32,267.0,48
isi,5.28,4.0,8,67.0,49
isi,5.28,4.0,2,17.0,50
isi,5.28,4.0,16,134.0,51
