type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,5.28,4.0,2,17.0,0
isi,5.28,4.0,32,267.0,1
dur,5.28,4.0,4,33.0,2
dur,5.28,4.0,0,0.0,3
dur,5.28,4.0,64,533.0,4
dur,5.28,4.0,2,17.0,5
dur,5.28,4.0,8,67.0,6
dur,5.28,4.0,16,134.0,7
isi,5.28,4.0,16,134.0,8
isi,5.28,4.0,32,267.0,9
dur,5.28,4.0,0,0.0,10
dur,5.28,4.0,16,134.0,11
isi,5.28,4.0,4,33.0,12
dur,5.28,4.0,4,33.0,13
dur,5.28,4.0,8,67.0,14
isi,5.28,4.0,64,533.0,15
isi,5.28,4.0,16,134.0,16
dur,5.28,4.0,2,17.0,17
dur,5.28,4.0,64,533.0,18
dur,5.28,4.0,32,267.0,19
isi,5.28,4.0,16,134.0,20
dur,5.28,4.0,16,134.0,21
dur,5.28,4.0,0,0.0,22
isi,5.28,4.0,2,17.0,23
isi,5.28,4.0,8,67.0,24
isi,5.28,4.0,32,267.0,25
isi,5.28,4.0,2,17.0,26
dur,5.28,4.0,32,267.0,27
dur,5.28,4.0,16,134.0,28
isi,5.28,4.0,4,33.0,29
dur,5.28,4.0,8,67.0,30
dur,5.28,4.0,0,0.0,31
isi,5.28,4.0,2,17.0,32
isi,5.28,4.0,4,33.0,33
isi,5.28,4.0,32,267.0,34
isi,5.28,4.0,64,533.0,35
isi,5.28,4.0,4,33.0,36
isi,5.28,4.0,64,533.0,37
dur,5.28,4.0,4,33.0,38
dur,5.28,4.0,32,267.0,39
isi,5.28,4.0,16,134.0,40
dur,5.28,4.0,64,533.0,41
isi,5.28,4.0,64,533.0,42
dur,5.28,4.0,64,533.0,43
dur,5.28,4.0,4,33.0,44
dur,5.28,4.0,8,67.0,45
dur,5.28,4.0,32,267.0,46
dur,5.28,4.0,2,17.0,47
isi,5.28,4.0,8,67.0,48
isi,5.28,4.0,8,67.0,49
isi,5.28,4.0,8,67.0,50
dur,5.28,4.0,2,17.0,51
