type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,5.28,4.0,32,267.0,0
dur,5.28,4.0,4,33.0,1
isi,5.28,4.0,8,67.0,2
dur,5.28,4.0,64,533.0,3
dur,5.28,4.0,16,134.0,4
isi,5.28,4.0,64,533.0,5
dur,5.28,4.0,8,67.0,6
dur,5.28,4.0,64,533.0,7
isi,5.28,4.0,2,17.0,8
isi,5.28,4.0,16,134.0,9
dur,5.28,4.0,0,0.0,10
dur,5.28,4.0,16,134.0,11
dur,5.28,4.0,2,17.0,12
isi,5.28,4.0,4,33.0,13
isi,5.28,4.0,16,134.0,14
isi,5.28,4.0,64,533.0,15
isi,5.28,4.0,32,267.0,16
dur,5.28,4.0,4,33.0,17
dur,5.28,4.0,0,0.0,18
dur,5.28,4.0,8,67.0,19
isi,5.28,4.0,2,17.0,20
dur,5.28,4.0,64,533.0,21
isi,5.28,4.0,64,533.0,22
isi,5.28,4.0,4,33.0,23
dur,5.28,4.0,0,0.0,24
dur,5.28,4.0,8,67.0,25
dur,5.28,4.0,32,267.0,26
dur,5.28,4.0,64,533.0,27
isi,5.28,4.0,32,267.0,28
isi,5.28,4.0,16,134.0,29
dur,5.28,4.0,4,33.0,30
dur,5.28,4.0,2,17.0,31
dur,5.28,4.0,32,267.0,32
isi,5.28,4.0,2,17.0,33
isi,5.28,4.0,8,67.0,34
dur,5.28,4.0,32,267.0,35
isi,5.28,4.0,32,267.0,36
isi,5.28,4.0,8,67.0,37
isi,5.28,4.0,32,267.0,38
isi,5.28,4.0,2,17.0,39
dur,5.28,4.0,16,134.0,40
dur,5.28,4.0,16,134.0,41
dur,5.28,4.0,2,17.0,42
dur,5.28,4.0,0,0.0,43
isi,5.28,4.0,16,134.0,44
isi,5.28,4.0,8,67.0,45
isi,5.28,4.0,4,33.0,46
dur,5.28,4.0,2,17.0,47
isi,5.28,4.0,4,33.0,48
isi,5.28,4.0,64,533.0,49
dur,5.28,4.0,8,67.0,50
dur,5.28,4.0,4,33.0,51
