type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,5.28,4.0,32,267.0,0
isi,5.28,4.0,32,267.0,1
isi,5.28,4.0,2,17.0,2
isi,5.28,4.0,2,17.0,3
dur,5.28,4.0,2,17.0,4
isi,5.28,4.0,64,533.0,5
dur,5.28,4.0,16,134.0,6
isi,5.28,4.0,8,67.0,7
isi,5.28,4.0,16,134.0,8
isi,5.28,4.0,8,67.0,9
dur,5.28,4.0,16,134.0,10
isi,5.28,4.0,2,17.0,11
dur,5.28,4.0,4,33.0,12
isi,5.28,4.0,32,267.0,13
dur,5.28,4.0,2,17.0,14
isi,5.28,4.0,64,533.0,15
dur,5.28,4.0,16,134.0,16
isi,5.28,4.0,32,267.0,17
dur,5.28,4.0,32,267.0,18
dur,5.28,4.0,0,0.0,19
dur,5.28,4.0,4,33.0,20
isi,5.28,4.0,16,134.0,21
isi,5.28,4.0,16,134.0,22
dur,5.28,4.0,8,67.0,23
isi,5.28,4.0,8,67.0,24
isi,5.28,4.0,4,33.0,25
dur,5.28,4.0,0,0.0,26
isi,5.28,4.0,4,33.0,27
isi,5.28,4.0,4,33.0,28
isi,5.28,4.0,4,33.0,29
dur,5.28,4.0,2,17.0,30
dur,5.28,4.0,4,33.0,31
dur,5.28,4.0,2,17.0,32
dur,5.28,4.0,16,134.0,33
dur,5.28,4.0,32,267.0,34
dur,5.28,4.0,64,533.0,35
dur,5.28,4.0,64,533.0,36
dur,5.28,4.0,0,0.0,37
dur,5.28,4.0,64,533.0,38
dur,5.28,4.0,64,533.0,39
dur,5.28,4.0,8,67.0,40
dur,5.28,4.0,32,267.0,41
dur,5.28,4.0,4,33.0,42
isi,5.28,4.0,8,67.0,43
dur,5.28,4.0,0,0.0,44
dur,5.28,4.0,8,67.0,45
isi,5.28,4.0,64,533.0,46
isi,5.28,4.0,2,17.0,47
dur,5.28,4.0,8,67.0,48
isi,5.28,4.0,64,533.0,49
isi,5.28,4.0,16,134.0,50
isi,5.28,4.0,32,267.0,51
