type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,5.28,4.0,8,67.0,0
dur,5.28,4.0,64,533.0,1
dur,5.28,4.0,2,17.0,2
dur,5.28,4.0,16,134.0,3
isi,5.28,4.0,4,33.0,4
isi,5.28,4.0,2,17.0,5
dur,5.28,4.0,16,134.0,6
dur,5.28,4.0,32,267.0,7
dur,5.28,4.0,0,0.0,8
dur,5.28,4.0,32,267.0,9
isi,5.28,4.0,16,134.0,10
dur,5.28,4.0,4,33.0,11
dur,5.28,4.0,16,134.0,12
isi,5.28,4.0,2,17.0,13
dur,5.28,4.0,8,67.0,14
isi,5.28,4.0,32,267.0,15
isi,5.28,4.0,8,67.0,16
dur,5.28,4.0,2,17.0,17
isi,5.28,4.0,64,533.0,18
dur,5.28,4.0,64,533.0,19
dur,5.28,4.0,4,33.0,20
isi,5.28,4.0,4,33.0,21
dur,5.28,4.0,2,17.0,22
isi,5.28,4.0,64,533.0,23
isi,5.28,4.0,2,17.0,24
dur,5.28,4.0,64,533.0,25
dur,5.28,4.0,0,0.0,26
dur,5.28,4.0,16,134.0,27
isi,5.28,4.0,32,267.0,28
isi,5.28,4.0,64,533.0,29
dur,5.28,4.0,8,67.0,30
isi,5.28,4.0,32,267.0,31
dur,5.28,4.0,8,67.0,32
dur,5.28,4.0,8,67.0,33
dur,5.28,4.0,2,17.0,34
dur,5.28,4.0,4,33.0,35
dur,5.28,4.0,4,33.0,36
dur,5.28,4.0,32,267.0,37
isi,5.28,4.0,2,17.0,38
isi,5.28,4.0,32,267.0,39
dur,5.28,4.0,64,533.0,40
dur,5.28,4.0,0,0.0,41
isi,5.28,4.0,16,134.0,42
isi,5.28,4.0,4,33.0,43
dur,5.28,4.0,32,267.0,44
isi,5.28,4.0,64,533.0,45
isi,5.28,4.0,16,134.0,46
isi,5.28,4.0,8,67.0,47
isi,5.28,4.0,8,67.0,48
isi,5.28,4.0,16,134.0,49
isi,5.28,4.0,4,33.0,50
dur,5.28,4.0,0,0.0,51
