type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,5.28,4.0,2,17.0,0
dur,5.28,4.0,0,0.0,1
dur,5.28,4.0,0,0.0,2
dur,5.28,4.0,32,267.0,3
dur,5.28,4.0,64,533.0,4
isi,5.28,4.0,16,134.0,5
isi,5.28,4.0,2,17.0,6
isi,5.28,4.0,8,67.0,7
dur,5.28,4.0,32,267.0,8
dur,5.28,4.0,16,134.0,9
isi,5.28,4.0,4,33.0,10
dur,5.28,4.0,16,134.0,11
isi,5.28,4.0,64,533.0,12
isi,5.28,4.0,8,67.0,13
isi,5.28,4.0,32,267.0,14
dur,5.28,4.0,4,33.0,15
isi,5.28,4.0,64,533.0,16
dur,5.28,4.0,2,17.0,17
dur,5.28,4.0,32,267.0,18
dur,5.28,4.0,4,33.0,19
dur,5.28,4.0,32,267.0,20
isi,5.28,4.0,2,17.0,21
isi,5.28,4.0,32,267.0,22
isi,5.28,4.0,32,267.0,23
isi,5.28,4.0,4,33.0,24
dur,5.28,4.0,64,533.0,25
dur,5.28,4.0,0,0.0,26
isi,5.28,4.0,2,17.0,27
isi,5.28,4.0,8,67.0,28
isi,5.28,4.0,64,533.0,29
isi,5.28,4.0,4,33.0,30
dur,5.28,4.0,16,134.0,31
dur,5.28,4.0,2,17.0,32
isi,5.28,4.0,32,267.0,33
dur,5.28,4.0,2,17.0,34
isi,5.28,4.0,64,533.0,35
isi,5.28,4.0,16,134.0,36
dur,5.28,4.0,8,67.0,37
dur,5.28,4.0,8,67.0,38
dur,5.28,4.0,0,0.0,39
dur,5.28,4.0,2,17.0,40
isi,5.28,4.0,8,67.0,41
dur,5.28,4.0,8,67.0,42
dur,5.28,4.0,8,67.0,43
dur,5.28,4.0,4,33.0,44
dur,5.28,4.0,16,134.0,45
isi,5.28,4.0,16,134.0,46
isi,5.28,4.0,16,134.0,47
isi,5.28,4.0,4,33.0,48
dur,5.28,4.0,64,533.0,49
dur,5.28,4.0,64,533.0,50
dur,5.28,4.0,4,33.0,51
