type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,11.88,9.0,4,33.0,0
dur,11.88,9.0,2,17.0,1
isi,9.24,7.0,32,267.0,2
dur,3.96,3.0,2,17.0,3
dur,3.96,3.0,8,67.0,4
dur,3.96,3.0,16,134.0,5
isi,3.96,3.0,64,533.0,6
dur,15.84,12.0,8,67.0,7
isi,5.28,4.0,2,17.0,8
dur,5.28,4.0,0,0.0,9
isi,5.28,4.0,16,134.0,10
isi,13.200000000000001,10.0,64,533.0,11
dur,7.92,6.0,64,533.0,12
isi,3.96,3.0,2,17.0,13
dur,5.28,4.0,32,267.0,14
dur,7.92,6.0,0,0.0,15
isi,10.56,8.0,4,33.0,16
isi,14.520000000000001,11.0,32,267.0,17
dur,6.6000000000000005,5.0,4,33.0,18
isi,3.96,3.0,8,67.0,19
isi,6.6000000000000005,5.0,2,17.0,20
dur,6.6000000000000005,5.0,64,533.0,21
dur,3.96,3.0,4,33.0,22
dur,3.96,3.0,64,533.0,23
dur,9.24,7.0,8,67.0,24
isi,5.28,4.0,8,67.0,25
dur,7.92,6.0,2,17.0,26
dur,5.28,4.0,16,134.0,27
isi,6.6000000000000005,5.0,8,67.0,28
dur,7.92,6.0,0,0.0,29
dur,3.96,3.0,32,267.0,30
isi,9.24,7.0,16,134.0,31
dur,6.6000000000000005,5.0,16,134.0,32
isi,10.56,8.0,64,533.0,33
dur,3.96,3.0,32,267.0,34
isi,5.28,4.0,4,33.0,35
isi,6.6000000000000005,5.0,32,267.0,36
isi,3.96,3.0,16,134.0,37
isi,5.28,4.0,4,33.0,38
