type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,5.28,4.0,0,0.0,0
isi,3.96,3.0,64,533.0,1
dur,3.96,3.0,16,134.0,2
isi,9.24,7.0,4,33.0,3
isi,7.92,6.0,16,134.0,4
isi,10.56,8.0,32,267.0,5
isi,7.92,6.0,64,533.0,6
dur,3.96,3.0,2,17.0,7
dur,6.6000000000000005,5.0,64,533.0,8
isi,15.84,12.0,2,17.0,9
dur,3.96,3.0,4,33.0,10
isi,11.88,9.0,2,17.0,11
isi,13.200000000000001,10.0,4,33.0,12
dur,6.6000000000000005,5.0,64,533.0,13
isi,5.28,4.0,32,267.0,14
isi,5.28,4.0,8,67.0,15
dur,5.28,4.0,8,67.0,16
dur,11.88,9.0,32,267.0,17
dur,5.28,4.0,16,134.0,18
isi,6.6000000000000005,5.0,64,533.0,19
isi,14.520000000000001,11.0,16,134.0,20
dur,3.96,3.0,4,33.0,21
isi,6.6000000000000005,5.0,2,17.0,22
isi,10.56,8.0,32,267.0,23
isi,6.6000000000000005,5.0,8,67.0,24
dur,3.96,3.0,2,17.0,25
dur,6.6000000000000005,5.0,4,33.0,26
dur,3.96,3.0,32,267.0,27
dur,7.92,6.0,16,134.0,28
dur,9.24,7.0,32,267.0,29
dur,5.28,4.0,8,67.0,30
dur,3.96,3.0,2,17.0,31
isi,3.96,3.0,4,33.0,32
isi,5.28,4.0,16,134.0,33
dur,7.92,6.0,8,67.0,34
dur,9.24,7.0,0,0.0,35
dur,5.28,4.0,0,0.0,36
isi,3.96,3.0,8,67.0,37
dur,3.96,3.0,64,533.0,38
