type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,3.96,3.0,8,67.0,0
dur,5.28,4.0,64,533.0,1
isi,3.96,3.0,4,33.0,2
dur,9.24,7.0,0,0.0,3
isi,3.96,3.0,32,267.0,4
dur,3.96,3.0,32,267.0,5
isi,6.6000000000000005,5.0,8,67.0,6
isi,6.6000000000000005,5.0,2,17.0,7
isi,5.28,4.0,2,17.0,8
dur,3.96,3.0,16,134.0,9
isi,5.28,4.0,16,134.0,10
isi,14.520000000000001,11.0,16,134.0,11
isi,3.96,3.0,64,533.0,12
isi,11.88,9.0,8,67.0,13
isi,9.24,7.0,4,33.0,14
dur,7.92,6.0,16,134.0,15
dur,7.92,6.0,8,67.0,16
dur,5.28,4.0,4,33.0,17
dur,6.6000000000000005,5.0,2,17.0,18
isi,6.6000000000000005,5.0,4,33.0,19
dur,10.56,8.0,32,267.0,20
dur,5.28,4.0,4,33.0,21
isi,3.96,3.0,32,267.0,22
dur,5.28,4.0,8,67.0,23
isi,3.96,3.0,32,267.0,24
isi,10.56,8.0,64,533.0,25
dur,15.84,12.0,64,533.0,26
isi,6.6000000000000005,5.0,64,533.0,27
dur,9.24,7.0,0,0.0,28
dur,13.200000000000001,10.0,2,17.0,29
dur,3.96,3.0,64,533.0,30
dur,6.6000000000000005,5.0,16,134.0,31
isi,11.88,9.0,2,17.0,32
dur,3.96,3.0,32,267.0,33
isi,7.92,6.0,16,134.0,34
dur,7.92,6.0,0,0.0,35
dur,3.96,3.0,2,17.0,36
dur,5.28,4.0,8,67.0,37
dur,5.28,4.0,4,33.0,38
