type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,10.56,8.0,32,267.0,0
dur,5.28,4.0,4,33.0,1
isi,3.96,3.0,16,134.0,2
dur,5.28,4.0,2,17.0,3
dur,7.92,6.0,16,134.0,4
dur,5.28,4.0,16,134.0,5
isi,3.96,3.0,64,533.0,6
dur,9.24,7.0,4,33.0,7
isi,3.96,3.0,2,17.0,8
dur,6.6000000000000005,5.0,0,0.0,9
isi,3.96,3.0,16,134.0,10
dur,9.24,7.0,4,33.0,11
dur,6.6000000000000005,5.0,32,267.0,12
dur,3.96,3.0,16,134.0,13
isi,5.28,4.0,16,134.0,14
isi,11.88,9.0,2,17.0,15
dur,6.6000000000000005,5.0,8,67.0,16
dur,7.92,6.0,64,533.0,17
dur,3.96,3.0,32,267.0,18
isi,5.28,4.0,64,533.0,19
isi,5.28,4.0,4,33.0,20
dur,9.24,7.0,8,67.0,21
isi,6.6000000000000005,5.0,32,267.0,22
isi,3.96,3.0,2,17.0,23
dur,5.28,4.0,64,533.0,24
isi,7.92,6.0,4,33.0,25
dur,14.520000000000001,11.0,0,0.0,26
isi,10.56,8.0,8,67.0,27
dur,6.6000000000000005,5.0,8,67.0,28
dur,15.84,12.0,2,17.0,29
isi,3.96,3.0,8,67.0,30
dur,3.96,3.0,32,267.0,31
isi,11.88,9.0,4,33.0,32
isi,7.92,6.0,64,533.0,33
dur,5.28,4.0,0,0.0,34
isi,3.96,3.0,8,67.0,35
dur,3.96,3.0,64,533.0,36
isi,6.6000000000000005,5.0,32,267.0,37
dur,13.200000000000001,10.0,2,17.0,38
