type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,32,267.0,0
isi,7.92,6.0,2,17.0,1
dur,6.6000000000000005,5.0,64,533.0,2
dur,3.96,3.0,16,134.0,3
dur,5.28,4.0,4,33.0,4
isi,5.28,4.0,64,533.0,5
dur,5.28,4.0,64,533.0,6
isi,9.24,7.0,8,67.0,7
dur,7.92,6.0,0,0.0,8
isi,10.56,8.0,16,134.0,9
isi,5.28,4.0,4,33.0,10
isi,6.6000000000000005,5.0,8,67.0,11
dur,13.200000000000001,10.0,4,33.0,12
dur,5.28,4.0,0,0.0,13
dur,5.28,4.0,16,134.0,14
dur,10.56,8.0,2,17.0,15
dur,3.96,3.0,2,17.0,16
dur,6.6000000000000005,5.0,8,67.0,17
isi,3.96,3.0,16,134.0,18
dur,5.28,4.0,8,67.0,19
isi,11.88,9.0,16,134.0,20
dur,11.88,9.0,16,134.0,21
dur,3.96,3.0,8,67.0,22
isi,3.96,3.0,8,67.0,23
isi,9.24,7.0,32,267.0,24
isi,7.92,6.0,4,33.0,25
isi,3.96,3.0,64,533.0,26
dur,3.96,3.0,2,17.0,27
dur,6.6000000000000005,5.0,64,533.0,28
dur,9.24,7.0,0,0.0,29
isi,6.6000000000000005,5.0,2,17.0,30
isi,3.96,3.0,4,33.0,31
isi,14.520000000000001,11.0,32,267.0,32
dur,5.28,4.0,32,267.0,33
isi,7.92,6.0,64,533.0,34
isi,15.84,12.0,2,17.0,35
dur,3.96,3.0,32,267.0,36
isi,3.96,3.0,32,267.0,37
dur,6.6000000000000005,5.0,4,33.0,38
