type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,5.28,4.0,32,267.0,0
dur,7.92,6.0,32,267.0,1
dur,10.56,8.0,16,134.0,2
dur,9.24,7.0,0,0.0,3
dur,5.28,4.0,2,17.0,4
dur,15.84,12.0,32,267.0,5
isi,6.6000000000000005,5.0,16,134.0,6
dur,5.28,4.0,64,533.0,7
dur,10.56,8.0,64,533.0,8
isi,7.92,6.0,4,33.0,9
dur,3.96,3.0,8,67.0,10
dur,6.6000000000000005,5.0,2,17.0,11
isi,3.96,3.0,16,134.0,12
dur,13.200000000000001,10.0,2,17.0,13
dur,5.28,4.0,8,67.0,14
isi,3.96,3.0,32,267.0,15
dur,6.6000000000000005,5.0,4,33.0,16
dur,7.92,6.0,4,33.0,17
isi,6.6000000000000005,5.0,64,533.0,18
isi,14.520000000000001,11.0,2,17.0,19
isi,6.6000000000000005,5.0,4,33.0,20
isi,5.28,4.0,8,67.0,21
isi,3.96,3.0,16,134.0,22
dur,3.96,3.0,8,67.0,23
isi,3.96,3.0,64,533.0,24
isi,11.88,9.0,8,67.0,25
dur,9.24,7.0,16,134.0,26
isi,3.96,3.0,32,267.0,27
dur,5.28,4.0,16,134.0,28
isi,3.96,3.0,64,533.0,29
isi,3.96,3.0,8,67.0,30
dur,9.24,7.0,0,0.0,31
isi,11.88,9.0,2,17.0,32
isi,13.200000000000001,10.0,2,17.0,33
dur,6.6000000000000005,5.0,4,33.0,34
dur,5.28,4.0,0,0.0,35
dur,5.28,4.0,32,267.0,36
dur,3.96,3.0,64,533.0,37
isi,7.92,6.0,4,33.0,38
