type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,32,267.0,0
isi,7.92,6.0,16,134.0,1
dur,3.96,3.0,16,134.0,2
isi,3.96,3.0,32,267.0,3
dur,9.24,7.0,64,533.0,4
dur,15.84,12.0,2,17.0,5
dur,7.92,6.0,32,267.0,6
isi,6.6000000000000005,5.0,64,533.0,7
isi,3.96,3.0,64,533.0,8
dur,5.28,4.0,16,134.0,9
dur,5.28,4.0,8,67.0,10
isi,3.96,3.0,64,533.0,11
dur,3.96,3.0,8,67.0,12
isi,5.28,4.0,32,267.0,13
isi,5.28,4.0,4,33.0,14
dur,3.96,3.0,4,33.0,15
dur,14.520000000000001,11.0,2,17.0,16
dur,7.92,6.0,32,267.0,17
isi,5.28,4.0,8,67.0,18
dur,11.88,9.0,4,33.0,19
dur,6.6000000000000005,5.0,4,33.0,20
dur,11.88,9.0,0,0.0,21
isi,6.6000000000000005,5.0,8,67.0,22
dur,9.24,7.0,16,134.0,23
isi,10.56,8.0,16,134.0,24
isi,7.92,6.0,32,267.0,25
isi,13.200000000000001,10.0,8,67.0,26
dur,5.28,4.0,0,0.0,27
dur,6.6000000000000005,5.0,2,17.0,28
dur,6.6000000000000005,5.0,64,533.0,29
dur,3.96,3.0,64,533.0,30
isi,5.28,4.0,2,17.0,31
isi,3.96,3.0,16,134.0,32
isi,13.200000000000001,10.0,4,33.0,33
isi,10.56,8.0,4,33.0,34
dur,5.28,4.0,0,0.0,35
isi,9.24,7.0,2,17.0,36
dur,3.96,3.0,8,67.0,37
isi,6.6000000000000005,5.0,2,17.0,38
