type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,7.92,6.0,16,134.0,0
isi,3.96,3.0,32,267.0,1
dur,3.96,3.0,4,33.0,2
dur,5.28,4.0,2,17.0,3
dur,5.28,4.0,64,533.0,4
isi,3.96,3.0,2,17.0,5
isi,11.88,9.0,64,533.0,6
dur,5.28,4.0,32,267.0,7
dur,13.200000000000001,10.0,0,0.0,8
dur,5.28,4.0,2,17.0,9
isi,9.24,7.0,4,33.0,10
isi,11.88,9.0,2,17.0,11
isi,3.96,3.0,16,134.0,12
dur,6.6000000000000005,5.0,64,533.0,13
isi,6.6000000000000005,5.0,8,67.0,14
dur,7.92,6.0,2,17.0,15
dur,7.92,6.0,0,0.0,16
dur,10.56,8.0,8,67.0,17
dur,9.24,7.0,0,0.0,18
dur,3.96,3.0,32,267.0,19
isi,3.96,3.0,16,134.0,20
isi,10.56,8.0,64,533.0,21
dur,3.96,3.0,8,67.0,22
dur,7.92,6.0,16,134.0,23
isi,6.6000000000000005,5.0,8,67.0,24
isi,9.24,7.0,4,33.0,25
dur,6.6000000000000005,5.0,32,267.0,26
dur,3.96,3.0,4,33.0,27
isi,15.84,12.0,16,134.0,28
isi,3.96,3.0,32,267.0,29
isi,5.28,4.0,8,67.0,30
isi,14.520000000000001,11.0,2,17.0,31
dur,5.28,4.0,16,134.0,32
dur,5.28,4.0,8,67.0,33
isi,6.6000000000000005,5.0,64,533.0,34
dur,13.200000000000001,10.0,4,33.0,35
dur,6.6000000000000005,5.0,64,533.0,36
isi,5.28,4.0,32,267.0,37
isi,3.96,3.0,4,33.0,38
