type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,5.28,4.0,16,134.0,0
isi,11.88,9.0,4,33.0,1
dur,5.28,4.0,2,17.0,2
isi,6.6000000000000005,5.0,8,67.0,3
isi,13.200000000000001,10.0,32,267.0,4
dur,6.6000000000000005,5.0,0,0.0,5
dur,13.200000000000001,10.0,8,67.0,6
isi,3.96,3.0,16,134.0,7
dur,3.96,3.0,64,533.0,8
dur,15.84,12.0,64,533.0,9
dur,6.6000000000000005,5.0,64,533.0,10
isi,7.92,6.0,32,267.0,11
isi,9.24,7.0,16,134.0,12
dur,3.96,3.0,0,0.0,13
isi,11.88,9.0,16,134.0,14
dur,5.28,4.0,32,267.0,15
dur,7.92,6.0,16,134.0,16
isi,3.96,3.0,4,33.0,17
dur,10.56,8.0,8,67.0,18
dur,3.96,3.0,4,33.0,19
dur,7.92,6.0,32,267.0,20
isi,5.28,4.0,8,67.0,21
isi,7.92,6.0,8,67.0,22
isi,9.24,7.0,32,267.0,23
dur,6.6000000000000005,5.0,4,33.0,24
dur,9.24,7.0,0,0.0,25
isi,3.96,3.0,4,33.0,26
dur,5.28,4.0,16,134.0,27
isi,5.28,4.0,2,17.0,28
isi,3.96,3.0,64,533.0,29
isi,6.6000000000000005,5.0,2,17.0,30
dur,5.28,4.0,8,67.0,31
dur,3.96,3.0,32,267.0,32
isi,3.96,3.0,64,533.0,33
isi,5.28,4.0,2,17.0,34
dur,14.520000000000001,11.0,2,17.0,35
dur,10.56,8.0,4,33.0,36
isi,3.96,3.0,64,533.0,37
dur,6.6000000000000005,5.0,2,17.0,38
