type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,11.88,9.0,2,17.0,8
dur,5.28,4.0,0,0.0,2
dur,14.520000000000001,11.0,4,33.0,20
dur,10.56,8.0,2,17.0,27
dur,3.96,3.0,2,17.0,15
dur,7.92,6.0,64,533.0,32
isi,3.96,3.0,8,67.0,7
dur,11.88,9.0,4,33.0,4
isi,7.92,6.0,2,17.0,26
dur,15.84,12.0,8,67.0,28
isi,3.96,3.0,64,533.0,19
dur,3.96,3.0,16,134.0,17
isi,6.6000000000000005,5.0,32,267.0,30
dur,5.28,4.0,32,267.0,5
dur,6.6000000000000005,5.0,32,267.0,0
dur,9.24,7.0,0,0.0,18
isi,6.6000000000000005,5.0,64,533.0,31
dur,9.24,7.0,64,533.0,12
isi,5.28,4.0,16,134.0,29
isi,5.28,4.0,16,134.0,23
dur,18.48,14.0,16,134.0,34
dur,5.28,4.0,64,533.0,35
isi,3.96,3.0,2,17.0,9
isi,7.92,6.0,8,67.0,24
dur,3.96,3.0,8,67.0,3
isi,10.56,8.0,64,533.0,25
isi,3.96,3.0,16,134.0,6
isi,5.28,4.0,4,33.0,21
isi,13.200000000000001,10.0,8,67.0,37
dur,6.6000000000000005,5.0,16,134.0,38
dur,7.92,6.0,0,0.0,22
dur,3.96,3.0,8,67.0,33
dur,3.96,3.0,32,267.0,13
isi,10.56,8.0,32,267.0,16
isi,6.6000000000000005,5.0,32,267.0,11
dur,17.16,13.0,4,33.0,1
isi,9.24,7.0,4,33.0,10
isi,5.28,4.0,4,33.0,14
dur,13.200000000000001,10.0,2,17.0,36
