type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,11.88,9.0,16,134.0,38
dur,5.28,4.0,8,67.0,16
dur,5.28,4.0,8,67.0,22
isi,7.92,6.0,16,134.0,18
dur,14.520000000000001,11.0,8,67.0,23
dur,5.28,4.0,0,0.0,14
dur,3.96,3.0,2,17.0,33
dur,6.6000000000000005,5.0,2,17.0,26
isi,5.28,4.0,2,17.0,34
dur,3.96,3.0,0,0.0,35
dur,5.28,4.0,16,134.0,37
isi,7.92,6.0,4,33.0,8
isi,10.56,8.0,32,267.0,31
isi,6.6000000000000005,5.0,32,267.0,15
dur,9.24,7.0,64,533.0,21
dur,3.96,3.0,64,533.0,12
isi,17.16,13.0,16,134.0,1
isi,3.96,3.0,32,267.0,24
isi,3.96,3.0,2,17.0,27
isi,6.6000000000000005,5.0,4,33.0,13
isi,10.56,8.0,8,67.0,9
dur,6.6000000000000005,5.0,0,0.0,6
dur,13.200000000000001,10.0,4,33.0,5
isi,5.28,4.0,8,67.0,17
isi,11.88,9.0,64,533.0,2
isi,9.24,7.0,8,67.0,10
isi,7.92,6.0,64,533.0,30
dur,6.6000000000000005,5.0,32,267.0,36
dur,18.48,14.0,32,267.0,28
dur,7.92,6.0,4,33.0,3
isi,3.96,3.0,16,134.0,32
dur,10.56,8.0,32,267.0,7
isi,13.200000000000001,10.0,64,533.0,4
isi,9.24,7.0,4,33.0,19
dur,3.96,3.0,2,17.0,25
dur,3.96,3.0,16,134.0,20
dur,15.84,12.0,4,33.0,29
isi,5.28,4.0,2,17.0,0
dur,3.96,3.0,64,533.0,11
