type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,13.200000000000001,10.0,0,0.0,21
dur,5.28,4.0,0,0.0,24
dur,11.88,9.0,8,67.0,29
dur,3.96,3.0,16,134.0,17
isi,5.28,4.0,4,33.0,6
isi,5.28,4.0,4,33.0,5
dur,6.6000000000000005,5.0,4,33.0,25
isi,6.6000000000000005,5.0,64,533.0,10
isi,10.56,8.0,64,533.0,18
isi,3.96,3.0,32,267.0,15
dur,7.92,6.0,32,267.0,30
dur,3.96,3.0,16,134.0,32
dur,9.24,7.0,16,134.0,2
dur,7.92,6.0,0,0.0,3
dur,7.92,6.0,64,533.0,1
dur,3.96,3.0,8,67.0,37
isi,3.96,3.0,32,267.0,27
dur,7.92,6.0,64,533.0,34
isi,9.24,7.0,32,267.0,13
dur,5.28,4.0,2,17.0,0
isi,11.88,9.0,2,17.0,36
dur,5.28,4.0,2,17.0,4
dur,6.6000000000000005,5.0,4,33.0,35
isi,3.96,3.0,8,67.0,33
isi,18.48,14.0,64,533.0,22
dur,14.520000000000001,11.0,32,267.0,16
isi,6.6000000000000005,5.0,8,67.0,38
isi,9.24,7.0,8,67.0,23
dur,17.16,13.0,64,533.0,9
isi,5.28,4.0,16,134.0,19
dur,15.84,12.0,2,17.0,26
dur,3.96,3.0,8,67.0,28
isi,10.56,8.0,2,17.0,31
isi,3.96,3.0,16,134.0,8
dur,5.28,4.0,4,33.0,7
isi,10.56,8.0,16,134.0,11
dur,6.6000000000000005,5.0,32,267.0,20
isi,3.96,3.0,4,33.0,14
isi,13.200000000000001,10.0,2,17.0,12
