type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,9.24,7.0,64,533.0,7
dur,9.24,7.0,64,533.0,22
dur,5.28,4.0,16,134.0,33
dur,13.200000000000001,10.0,16,134.0,1
isi,6.6000000000000005,5.0,4,33.0,27
isi,7.92,6.0,4,33.0,35
dur,3.96,3.0,8,67.0,21
isi,5.28,4.0,2,17.0,24
isi,3.96,3.0,16,134.0,15
dur,7.92,6.0,32,267.0,23
isi,7.92,6.0,8,67.0,26
dur,3.96,3.0,4,33.0,34
dur,6.6000000000000005,5.0,4,33.0,20
dur,7.92,6.0,64,533.0,30
isi,3.96,3.0,8,67.0,16
isi,15.84,12.0,64,533.0,29
dur,5.28,4.0,32,267.0,4
isi,3.96,3.0,2,17.0,28
isi,6.6000000000000005,5.0,8,67.0,6
isi,5.28,4.0,16,134.0,25
isi,3.96,3.0,2,17.0,18
dur,17.16,13.0,0,0.0,5
dur,5.28,4.0,8,67.0,10
dur,3.96,3.0,8,67.0,11
dur,11.88,9.0,0,0.0,31
dur,5.28,4.0,64,533.0,36
dur,3.96,3.0,2,17.0,9
dur,18.48,14.0,0,0.0,8
dur,11.88,9.0,4,33.0,38
dur,14.520000000000001,11.0,2,17.0,2
isi,6.6000000000000005,5.0,32,267.0,12
dur,10.56,8.0,16,134.0,17
dur,13.200000000000001,10.0,32,267.0,0
isi,10.56,8.0,64,533.0,19
isi,9.24,7.0,32,267.0,32
dur,10.56,8.0,2,17.0,14
isi,5.28,4.0,16,134.0,13
isi,3.96,3.0,4,33.0,37
isi,6.6000000000000005,5.0,32,267.0,3
