type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,3.96,3.0,64,533.0,0
isi,13.200000000000001,10.0,2,17.0,1
dur,5.28,4.0,16,134.0,2
dur,7.92,6.0,64,533.0,3
isi,7.92,6.0,4,33.0,4
isi,14.520000000000001,11.0,16,134.0,5
dur,3.96,3.0,4,33.0,6
isi,5.28,4.0,4,33.0,7
isi,11.88,9.0,16,134.0,8
dur,3.96,3.0,32,267.0,9
dur,9.24,7.0,64,533.0,10
isi,7.92,6.0,8,67.0,11
isi,6.6000000000000005,5.0,32,267.0,12
isi,3.96,3.0,32,267.0,13
isi,11.88,9.0,8,67.0,14
isi,6.6000000000000005,5.0,2,17.0,15
dur,10.56,8.0,32,267.0,16
dur,9.24,7.0,2,17.0,17
dur,5.28,4.0,16,134.0,18
dur,10.56,8.0,0,0.0,19
dur,6.6000000000000005,5.0,2,17.0,20
isi,3.96,3.0,32,267.0,21
dur,9.24,7.0,2,17.0,22
isi,5.28,4.0,64,533.0,23
dur,3.96,3.0,32,267.0,24
isi,3.96,3.0,16,134.0,25
dur,6.6000000000000005,5.0,0,0.0,26
dur,3.96,3.0,4,33.0,27
dur,6.6000000000000005,5.0,0,0.0,28
dur,5.28,4.0,8,67.0,29
dur,5.28,4.0,8,67.0,30
isi,3.96,3.0,4,33.0,31
isi,5.28,4.0,64,533.0,32
isi,3.96,3.0,2,17.0,33
dur,6.6000000000000005,5.0,16,134.0,34
dur,15.84,12.0,8,67.0,35
dur,5.28,4.0,4,33.0,36
isi,3.96,3.0,8,67.0,37
dur,7.92,6.0,64,533.0,38
