type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,9.24,7.0,0,0.0,0
dur,3.96,3.0,8,67.0,1
dur,10.56,8.0,2,17.0,2
dur,5.28,4.0,2,17.0,3
isi,3.96,3.0,16,134.0,4
isi,6.6000000000000005,5.0,16,134.0,5
dur,7.92,6.0,4,33.0,6
dur,5.28,4.0,16,134.0,7
dur,11.88,9.0,64,533.0,8
dur,9.24,7.0,2,17.0,9
dur,3.96,3.0,32,267.0,10
isi,6.6000000000000005,5.0,16,134.0,11
isi,13.200000000000001,10.0,2,17.0,12
dur,11.88,9.0,0,0.0,13
isi,3.96,3.0,64,533.0,14
dur,5.28,4.0,4,33.0,15
isi,5.28,4.0,64,533.0,16
dur,9.24,7.0,0,0.0,17
isi,3.96,3.0,4,33.0,18
isi,7.92,6.0,32,267.0,19
isi,6.6000000000000005,5.0,8,67.0,20
dur,15.84,12.0,8,67.0,21
dur,3.96,3.0,16,134.0,22
dur,3.96,3.0,32,267.0,23
isi,5.28,4.0,64,533.0,24
isi,10.56,8.0,32,267.0,25
isi,3.96,3.0,4,33.0,26
isi,3.96,3.0,32,267.0,27
dur,5.28,4.0,16,134.0,28
isi,6.6000000000000005,5.0,2,17.0,29
dur,7.92,6.0,64,533.0,30
dur,14.520000000000001,11.0,4,33.0,31
isi,3.96,3.0,4,33.0,32
isi,5.28,4.0,8,67.0,33
isi,5.28,4.0,8,67.0,34
isi,6.6000000000000005,5.0,2,17.0,35
dur,6.6000000000000005,5.0,8,67.0,36
dur,3.96,3.0,64,533.0,37
dur,7.92,6.0,32,267.0,38
