type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,6.6000000000000005,5.0,64,533.0,0
dur,3.96,3.0,16,134.0,1
dur,5.28,4.0,64,533.0,2
dur,3.96,3.0,2,17.0,3
isi,3.96,3.0,64,533.0,4
isi,7.92,6.0,8,67.0,5
dur,6.6000000000000005,5.0,0,0.0,6
dur,3.96,3.0,8,67.0,7
dur,13.200000000000001,10.0,8,67.0,8
isi,10.56,8.0,4,33.0,9
dur,15.84,12.0,0,0.0,10
dur,5.28,4.0,4,33.0,11
isi,7.92,6.0,2,17.0,12
isi,14.520000000000001,11.0,4,33.0,13
dur,5.28,4.0,0,0.0,14
dur,6.6000000000000005,5.0,32,267.0,15
isi,3.96,3.0,32,267.0,16
isi,5.28,4.0,32,267.0,17
isi,3.96,3.0,2,17.0,18
isi,10.56,8.0,16,134.0,19
isi,5.28,4.0,8,67.0,20
dur,7.92,6.0,64,533.0,21
dur,11.88,9.0,2,17.0,22
dur,5.28,4.0,4,33.0,23
isi,3.96,3.0,16,134.0,24
dur,6.6000000000000005,5.0,8,67.0,25
dur,3.96,3.0,32,267.0,26
dur,9.24,7.0,16,134.0,27
isi,11.88,9.0,16,134.0,28
isi,3.96,3.0,2,17.0,29
isi,3.96,3.0,64,533.0,30
isi,9.24,7.0,4,33.0,31
dur,7.92,6.0,16,134.0,32
isi,3.96,3.0,8,67.0,33
dur,5.28,4.0,2,17.0,34
dur,5.28,4.0,4,33.0,35
dur,6.6000000000000005,5.0,64,533.0,36
isi,6.6000000000000005,5.0,32,267.0,37
dur,9.24,7.0,32,267.0,38
