type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,11.88,9.0,16,134.0,0
dur,6.6000000000000005,5.0,32,267.0,1
dur,10.56,8.0,0,0.0,2
dur,3.96,3.0,16,134.0,3
dur,7.92,6.0,2,17.0,4
isi,10.56,8.0,32,267.0,5
dur,5.28,4.0,4,33.0,6
dur,5.28,4.0,2,17.0,7
isi,3.96,3.0,64,533.0,8
dur,15.84,12.0,16,134.0,9
isi,7.92,6.0,64,533.0,10
isi,14.520000000000001,11.0,2,17.0,11
isi,3.96,3.0,4,33.0,12
dur,3.96,3.0,64,533.0,13
isi,3.96,3.0,2,17.0,14
isi,9.24,7.0,4,33.0,15
dur,3.96,3.0,64,533.0,16
dur,7.92,6.0,8,67.0,17
dur,6.6000000000000005,5.0,0,0.0,18
dur,7.92,6.0,2,17.0,19
dur,11.88,9.0,16,134.0,20
dur,5.28,4.0,64,533.0,21
dur,5.28,4.0,0,0.0,22
isi,5.28,4.0,4,33.0,23
isi,6.6000000000000005,5.0,8,67.0,24
isi,5.28,4.0,8,67.0,25
dur,9.24,7.0,8,67.0,26
isi,3.96,3.0,16,134.0,27
isi,5.28,4.0,64,533.0,28
isi,6.6000000000000005,5.0,32,267.0,29
dur,13.200000000000001,10.0,4,33.0,30
dur,5.28,4.0,4,33.0,31
dur,3.96,3.0,32,267.0,32
isi,6.6000000000000005,5.0,32,267.0,33
dur,9.24,7.0,32,267.0,34
isi,6.6000000000000005,5.0,8,67.0,35
dur,3.96,3.0,8,67.0,36
isi,3.96,3.0,2,17.0,37
isi,3.96,3.0,16,134.0,38
