type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,0,0.0,0
isi,3.96,3.0,2,17.0,1
isi,6.6000000000000005,5.0,8,67.0,2
dur,5.28,4.0,32,267.0,3
isi,11.88,9.0,16,134.0,4
dur,6.6000000000000005,5.0,2,17.0,5
isi,5.28,4.0,4,33.0,6
isi,9.24,7.0,32,267.0,7
isi,6.6000000000000005,5.0,64,533.0,8
isi,7.92,6.0,2,17.0,9
isi,3.96,3.0,32,267.0,10
isi,13.200000000000001,10.0,4,33.0,11
dur,5.28,4.0,2,17.0,12
dur,17.16,13.0,4,33.0,13
dur,9.24,7.0,0,0.0,14
dur,3.96,3.0,64,533.0,15
isi,3.96,3.0,16,134.0,16
dur,5.28,4.0,64,533.0,17
dur,10.56,8.0,4,33.0,18
isi,7.92,6.0,8,67.0,19
dur,10.56,8.0,0,0.0,20
dur,15.84,12.0,32,267.0,21
dur,6.6000000000000005,5.0,8,67.0,22
isi,3.96,3.0,8,67.0,23
isi,11.88,9.0,64,533.0,24
isi,5.28,4.0,32,267.0,25
dur,6.6000000000000005,5.0,16,134.0,26
dur,7.92,6.0,8,67.0,27
dur,14.520000000000001,11.0,4,33.0,28
dur,9.24,7.0,16,134.0,29
dur,3.96,3.0,64,533.0,30
dur,5.28,4.0,32,267.0,31
isi,13.200000000000001,10.0,2,17.0,32
dur,3.96,3.0,16,134.0,33
isi,3.96,3.0,4,33.0,34
dur,5.28,4.0,2,17.0,35
dur,10.56,8.0,8,67.0,36
isi,7.92,6.0,64,533.0,37
isi,3.96,3.0,16,134.0,38
