type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,3.96,3.0,64,533.0,0
dur,3.96,3.0,32,267.0,1
dur,3.96,3.0,64,533.0,2
isi,10.56,8.0,16,134.0,3
dur,6.6000000000000005,5.0,32,267.0,4
isi,14.520000000000001,11.0,64,533.0,5
dur,5.28,4.0,0,0.0,6
dur,7.92,6.0,2,17.0,7
dur,9.24,7.0,4,33.0,8
isi,11.88,9.0,8,67.0,9
isi,5.28,4.0,2,17.0,10
dur,9.24,7.0,16,134.0,11
dur,5.28,4.0,8,67.0,12
dur,3.96,3.0,4,33.0,13
isi,3.96,3.0,4,33.0,14
isi,5.28,4.0,32,267.0,15
isi,3.96,3.0,32,267.0,16
dur,7.92,6.0,0,0.0,17
isi,5.28,4.0,8,67.0,18
isi,6.6000000000000005,5.0,16,134.0,19
dur,5.28,4.0,4,33.0,20
dur,7.92,6.0,0,0.0,21
isi,10.56,8.0,8,67.0,22
dur,6.6000000000000005,5.0,2,17.0,23
isi,9.24,7.0,16,134.0,24
isi,6.6000000000000005,5.0,2,17.0,25
dur,5.28,4.0,16,134.0,26
dur,3.96,3.0,64,533.0,27
isi,3.96,3.0,4,33.0,28
dur,7.92,6.0,32,267.0,29
dur,3.96,3.0,2,17.0,30
dur,13.200000000000001,10.0,8,67.0,31
isi,10.56,8.0,2,17.0,32
isi,17.16,13.0,64,533.0,33
dur,11.88,9.0,64,533.0,34
isi,3.96,3.0,4,33.0,35
dur,6.6000000000000005,5.0,8,67.0,36
dur,15.84,12.0,16,134.0,37
isi,13.200000000000001,10.0,32,267.0,38
