type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,7.92,6.0,4,33.0,0
dur,5.28,4.0,4,33.0,1
isi,3.96,3.0,16,134.0,2
dur,9.24,7.0,4,33.0,3
isi,9.24,7.0,2,17.0,4
dur,15.84,12.0,0,0.0,5
dur,17.16,13.0,8,67.0,6
dur,6.6000000000000005,5.0,32,267.0,7
dur,5.28,4.0,8,67.0,8
dur,5.28,4.0,16,134.0,9
dur,3.96,3.0,4,33.0,10
isi,7.92,6.0,64,533.0,11
dur,10.56,8.0,2,17.0,12
dur,3.96,3.0,0,0.0,13
dur,3.96,3.0,64,533.0,14
isi,6.6000000000000005,5.0,2,17.0,15
isi,13.200000000000001,10.0,16,134.0,16
dur,3.96,3.0,32,267.0,17
isi,9.24,7.0,64,533.0,18
isi,3.96,3.0,32,267.0,19
isi,7.92,6.0,64,533.0,20
isi,10.56,8.0,8,67.0,21
isi,11.88,9.0,8,67.0,22
dur,11.88,9.0,16,134.0,23
dur,6.6000000000000005,5.0,2,17.0,24
isi,14.520000000000001,11.0,4,33.0,25
isi,6.6000000000000005,5.0,2,17.0,26
dur,5.28,4.0,0,0.0,27
isi,3.96,3.0,32,267.0,28
isi,3.96,3.0,4,33.0,29
isi,6.6000000000000005,5.0,16,134.0,30
dur,7.92,6.0,64,533.0,31
dur,13.200000000000001,10.0,16,134.0,32
isi,5.28,4.0,32,267.0,33
dur,3.96,3.0,2,17.0,34
dur,5.28,4.0,8,67.0,35
dur,3.96,3.0,32,267.0,36
dur,5.28,4.0,64,533.0,37
isi,10.56,8.0,8,67.0,38
