type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,3.96,3.0,32,267.0,0
isi,3.96,3.0,4,33.0,1
isi,9.24,7.0,2,17.0,2
dur,10.56,8.0,0,0.0,3
dur,6.6000000000000005,5.0,4,33.0,4
isi,7.92,6.0,2,17.0,5
dur,6.6000000000000005,5.0,32,267.0,6
isi,13.200000000000001,10.0,16,134.0,7
dur,14.520000000000001,11.0,8,67.0,8
isi,5.28,4.0,16,134.0,9
isi,5.28,4.0,32,267.0,10
isi,3.96,3.0,8,67.0,11
isi,3.96,3.0,8,67.0,12
dur,11.88,9.0,4,33.0,13
dur,3.96,3.0,32,267.0,14
isi,9.24,7.0,4,33.0,15
dur,3.96,3.0,0,0.0,16
dur,5.28,4.0,0,0.0,17
isi,5.28,4.0,4,33.0,18
dur,5.28,4.0,16,134.0,19
dur,10.56,8.0,2,17.0,20
dur,10.56,8.0,4,33.0,21
dur,13.200000000000001,10.0,8,67.0,22
isi,7.92,6.0,16,134.0,23
dur,7.92,6.0,2,17.0,24
dur,3.96,3.0,32,267.0,25
isi,6.6000000000000005,5.0,64,533.0,26
dur,7.92,6.0,2,17.0,27
dur,6.6000000000000005,5.0,64,533.0,28
dur,5.28,4.0,16,134.0,29
isi,3.96,3.0,64,533.0,30
dur,15.84,12.0,8,67.0,31
dur,9.24,7.0,16,134.0,32
isi,17.16,13.0,32,267.0,33
isi,3.96,3.0,2,17.0,34
dur,6.6000000000000005,5.0,64,533.0,35
isi,11.88,9.0,8,67.0,36
isi,5.28,4.0,64,533.0,37
dur,9.24,7.0,64,533.0,38
