type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,32,267.0,0
dur,5.28,4.0,64,533.0,1
isi,7.92,6.0,4,33.0,2
isi,5.28,4.0,4,33.0,3
isi,13.200000000000001,10.0,2,17.0,4
dur,3.96,3.0,32,267.0,5
isi,3.96,3.0,64,533.0,6
dur,11.88,9.0,64,533.0,7
dur,5.28,4.0,4,33.0,8
dur,3.96,3.0,16,134.0,9
dur,11.88,9.0,16,134.0,10
isi,7.92,6.0,16,134.0,11
isi,5.28,4.0,4,33.0,12
dur,7.92,6.0,0,0.0,13
isi,9.24,7.0,2,17.0,14
dur,9.24,7.0,8,67.0,15
dur,5.28,4.0,8,67.0,16
dur,10.56,8.0,4,33.0,17
isi,17.16,13.0,64,533.0,18
isi,5.28,4.0,32,267.0,19
isi,15.84,12.0,64,533.0,20
dur,14.520000000000001,11.0,32,267.0,21
isi,3.96,3.0,16,134.0,22
dur,10.56,8.0,64,533.0,23
isi,6.6000000000000005,5.0,32,267.0,24
isi,6.6000000000000005,5.0,32,267.0,25
dur,3.96,3.0,4,33.0,26
isi,3.96,3.0,8,67.0,27
isi,6.6000000000000005,5.0,8,67.0,28
dur,10.56,8.0,2,17.0,29
isi,9.24,7.0,2,17.0,30
dur,3.96,3.0,0,0.0,31
dur,6.6000000000000005,5.0,2,17.0,32
isi,6.6000000000000005,5.0,8,67.0,33
dur,13.200000000000001,10.0,2,17.0,34
dur,9.24,7.0,16,134.0,35
dur,3.96,3.0,8,67.0,36
isi,7.92,6.0,16,134.0,37
dur,5.28,4.0,0,0.0,38
