type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,9.24,7.0,32,267.0,0
isi,3.96,3.0,2,17.0,1
isi,7.92,6.0,64,533.0,2
isi,11.88,9.0,2,17.0,3
dur,6.6000000000000005,5.0,0,0.0,4
isi,3.96,3.0,32,267.0,5
isi,5.28,4.0,64,533.0,6
isi,3.96,3.0,16,134.0,7
isi,6.6000000000000005,5.0,8,67.0,8
isi,3.96,3.0,4,33.0,9
isi,10.56,8.0,4,33.0,10
isi,3.96,3.0,8,67.0,11
dur,15.84,12.0,4,33.0,12
isi,9.24,7.0,32,267.0,13
dur,10.56,8.0,2,17.0,14
dur,13.200000000000001,10.0,4,33.0,15
dur,5.28,4.0,0,0.0,16
dur,13.200000000000001,10.0,0,0.0,17
dur,3.96,3.0,2,17.0,18
isi,5.28,4.0,64,533.0,19
dur,6.6000000000000005,5.0,64,533.0,20
dur,3.96,3.0,32,267.0,21
dur,6.6000000000000005,5.0,8,67.0,22
dur,5.28,4.0,32,267.0,23
isi,7.92,6.0,2,17.0,24
dur,9.24,7.0,16,134.0,25
dur,11.88,9.0,64,533.0,26
dur,5.28,4.0,4,33.0,27
isi,3.96,3.0,16,134.0,28
dur,10.56,8.0,8,67.0,29
dur,7.92,6.0,64,533.0,30
dur,14.520000000000001,11.0,8,67.0,31
isi,3.96,3.0,16,134.0,32
isi,5.28,4.0,32,267.0,33
isi,17.16,13.0,8,67.0,34
dur,9.24,7.0,16,134.0,35
dur,7.92,6.0,16,134.0,36
isi,6.6000000000000005,5.0,4,33.0,37
dur,5.28,4.0,2,17.0,38
