type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,13.200000000000001,10.0,8,67.0,0
dur,7.92,6.0,2,17.0,1
isi,3.96,3.0,64,533.0,2
isi,3.96,3.0,16,134.0,3
isi,7.92,6.0,8,67.0,4
isi,11.88,9.0,4,33.0,5
dur,7.92,6.0,2,17.0,6
dur,3.96,3.0,64,533.0,7
isi,5.28,4.0,4,33.0,8
isi,3.96,3.0,8,67.0,9
isi,6.6000000000000005,5.0,16,134.0,10
dur,3.96,3.0,4,33.0,11
dur,3.96,3.0,2,17.0,12
dur,5.28,4.0,32,267.0,13
isi,5.28,4.0,64,533.0,14
dur,3.96,3.0,16,134.0,15
dur,3.96,3.0,32,267.0,16
isi,5.28,4.0,4,33.0,17
isi,9.24,7.0,64,533.0,18
dur,10.56,8.0,0,0.0,19
dur,5.28,4.0,64,533.0,20
isi,10.56,8.0,32,267.0,21
isi,3.96,3.0,2,17.0,22
dur,3.96,3.0,64,533.0,23
dur,6.6000000000000005,5.0,4,33.0,24
dur,7.92,6.0,8,67.0,25
isi,3.96,3.0,32,267.0,26
dur,5.28,4.0,0,0.0,27
dur,6.6000000000000005,5.0,0,0.0,28
dur,9.24,7.0,4,33.0,29
dur,5.28,4.0,8,67.0,30
dur,6.6000000000000005,5.0,16,134.0,31
isi,3.96,3.0,16,134.0,32
isi,5.28,4.0,32,267.0,33
dur,9.24,7.0,16,134.0,34
isi,6.6000000000000005,5.0,2,17.0,35
dur,6.6000000000000005,5.0,32,267.0,36
dur,3.96,3.0,8,67.0,37
isi,5.28,4.0,2,17.0,38
