type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,5.28,4.0,2,17.0,0
isi,5.28,4.0,8,67.0,1
dur,13.200000000000001,10.0,16,134.0,2
isi,3.96,3.0,16,134.0,3
isi,9.24,7.0,8,67.0,4
isi,5.28,4.0,2,17.0,5
dur,3.96,3.0,64,533.0,6
dur,3.96,3.0,4,33.0,7
isi,7.92,6.0,32,267.0,8
dur,6.6000000000000005,5.0,0,0.0,9
isi,6.6000000000000005,5.0,16,134.0,10
isi,3.96,3.0,32,267.0,11
dur,6.6000000000000005,5.0,64,533.0,12
dur,5.28,4.0,8,67.0,13
isi,6.6000000000000005,5.0,64,533.0,14
isi,3.96,3.0,32,267.0,15
dur,3.96,3.0,0,0.0,16
dur,6.6000000000000005,5.0,8,67.0,17
dur,5.28,4.0,16,134.0,18
dur,6.6000000000000005,5.0,4,33.0,19
isi,5.28,4.0,2,17.0,20
dur,9.24,7.0,32,267.0,21
isi,3.96,3.0,64,533.0,22
isi,7.92,6.0,16,134.0,23
dur,10.56,8.0,0,0.0,24
dur,3.96,3.0,32,267.0,25
dur,3.96,3.0,8,67.0,26
dur,7.92,6.0,32,267.0,27
dur,10.56,8.0,2,17.0,28
isi,3.96,3.0,2,17.0,29
isi,7.92,6.0,64,533.0,30
isi,5.28,4.0,4,33.0,31
isi,3.96,3.0,4,33.0,32
isi,11.88,9.0,4,33.0,33
dur,5.28,4.0,16,134.0,34
dur,5.28,4.0,64,533.0,35
isi,3.96,3.0,8,67.0,36
dur,9.24,7.0,4,33.0,37
dur,3.96,3.0,2,17.0,38
