type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,64,533.0,0
isi,3.96,3.0,32,267.0,1
isi,3.96,3.0,8,67.0,2
isi,3.96,3.0,64,533.0,3
isi,10.56,8.0,32,267.0,4
dur,6.6000000000000005,5.0,0,0.0,5
dur,6.6000000000000005,5.0,4,33.0,6
dur,9.24,7.0,16,134.0,7
dur,5.28,4.0,16,134.0,8
isi,6.6000000000000005,5.0,8,67.0,9
dur,3.96,3.0,8,67.0,10
dur,3.96,3.0,4,33.0,11
isi,11.88,9.0,16,134.0,12
dur,5.28,4.0,4,33.0,13
dur,3.96,3.0,32,267.0,14
isi,5.28,4.0,4,33.0,15
isi,7.92,6.0,2,17.0,16
dur,5.28,4.0,32,267.0,17
dur,5.28,4.0,2,17.0,18
dur,5.28,4.0,8,67.0,19
dur,3.96,3.0,64,533.0,20
isi,3.96,3.0,8,67.0,21
isi,10.56,8.0,16,134.0,22
dur,3.96,3.0,0,0.0,23
dur,3.96,3.0,32,267.0,24
dur,5.28,4.0,16,134.0,25
dur,6.6000000000000005,5.0,2,17.0,26
isi,9.24,7.0,2,17.0,27
isi,5.28,4.0,64,533.0,28
isi,9.24,7.0,16,134.0,29
isi,7.92,6.0,32,267.0,30
isi,13.200000000000001,10.0,4,33.0,31
dur,3.96,3.0,2,17.0,32
isi,5.28,4.0,4,33.0,33
dur,6.6000000000000005,5.0,64,533.0,34
dur,7.92,6.0,8,67.0,35
dur,6.6000000000000005,5.0,0,0.0,36
isi,7.92,6.0,2,17.0,37
isi,3.96,3.0,64,533.0,38
