type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,32,267.0,0
isi,3.96,3.0,2,17.0,1
isi,5.28,4.0,2,17.0,2
isi,3.96,3.0,4,33.0,3
dur,10.56,8.0,4,33.0,4
dur,11.88,9.0,16,134.0,5
dur,3.96,3.0,64,533.0,6
isi,3.96,3.0,4,33.0,7
isi,7.92,6.0,4,33.0,8
isi,5.28,4.0,8,67.0,9
dur,9.24,7.0,8,67.0,10
isi,3.96,3.0,2,17.0,11
dur,5.28,4.0,8,67.0,12
isi,13.200000000000001,10.0,64,533.0,13
isi,3.96,3.0,16,134.0,14
dur,9.24,7.0,0,0.0,15
dur,6.6000000000000005,5.0,16,134.0,16
isi,9.24,7.0,16,134.0,17
isi,7.92,6.0,32,267.0,18
dur,7.92,6.0,64,533.0,19
dur,6.6000000000000005,5.0,4,33.0,20
dur,3.96,3.0,8,67.0,21
dur,5.28,4.0,64,533.0,22
isi,5.28,4.0,8,67.0,23
dur,3.96,3.0,4,33.0,24
isi,3.96,3.0,8,67.0,25
isi,7.92,6.0,16,134.0,26
dur,5.28,4.0,32,267.0,27
isi,5.28,4.0,32,267.0,28
isi,3.96,3.0,32,267.0,29
dur,6.6000000000000005,5.0,0,0.0,30
dur,5.28,4.0,2,17.0,31
isi,3.96,3.0,64,533.0,32
isi,6.6000000000000005,5.0,64,533.0,33
dur,10.56,8.0,0,0.0,34
dur,6.6000000000000005,5.0,32,267.0,35
dur,6.6000000000000005,5.0,2,17.0,36
dur,3.96,3.0,2,17.0,37
dur,5.28,4.0,16,134.0,38
