type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,11.88,9.0,2,17.0,0
dur,3.96,3.0,4,33.0,1
isi,5.28,4.0,64,533.0,2
isi,7.92,6.0,32,267.0,3
dur,6.6000000000000005,5.0,8,67.0,4
dur,3.96,3.0,32,267.0,5
isi,3.96,3.0,8,67.0,6
isi,5.28,4.0,16,134.0,7
dur,9.24,7.0,2,17.0,8
dur,10.56,8.0,0,0.0,9
dur,6.6000000000000005,5.0,0,0.0,10
isi,5.28,4.0,2,17.0,11
dur,5.28,4.0,8,67.0,12
isi,5.28,4.0,64,533.0,13
dur,3.96,3.0,64,533.0,14
isi,5.28,4.0,32,267.0,15
isi,6.6000000000000005,5.0,2,17.0,16
dur,9.24,7.0,0,0.0,17
dur,3.96,3.0,64,533.0,18
isi,5.28,4.0,8,67.0,19
dur,5.28,4.0,16,134.0,20
isi,6.6000000000000005,5.0,32,267.0,21
isi,10.56,8.0,4,33.0,22
isi,7.92,6.0,16,134.0,23
isi,7.92,6.0,8,67.0,24
dur,6.6000000000000005,5.0,2,17.0,25
isi,3.96,3.0,16,134.0,26
isi,3.96,3.0,64,533.0,27
dur,6.6000000000000005,5.0,16,134.0,28
dur,7.92,6.0,8,67.0,29
dur,5.28,4.0,32,267.0,30
dur,3.96,3.0,64,533.0,31
dur,9.24,7.0,32,267.0,32
dur,13.200000000000001,10.0,16,134.0,33
dur,3.96,3.0,4,33.0,34
isi,3.96,3.0,4,33.0,35
dur,3.96,3.0,4,33.0,36
isi,3.96,3.0,4,33.0,37
dur,3.96,3.0,2,17.0,38
