type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,10.56,8.0,0,0.0,0
isi,7.92,6.0,64,533.0,1
dur,7.92,6.0,2,17.0,2
isi,5.28,4.0,8,67.0,3
dur,3.96,3.0,4,33.0,4
dur,3.96,3.0,16,134.0,5
isi,6.6000000000000005,5.0,32,267.0,6
dur,3.96,3.0,2,17.0,7
dur,10.56,8.0,4,33.0,8
dur,9.24,7.0,0,0.0,9
dur,3.96,3.0,32,267.0,10
isi,5.28,4.0,2,17.0,11
isi,5.28,4.0,64,533.0,12
dur,6.6000000000000005,5.0,4,33.0,13
dur,13.200000000000001,10.0,32,267.0,14
dur,5.28,4.0,0,0.0,15
dur,11.88,9.0,16,134.0,16
isi,3.96,3.0,16,134.0,17
dur,6.6000000000000005,5.0,2,17.0,18
dur,3.96,3.0,16,134.0,19
dur,3.96,3.0,8,67.0,20
isi,5.28,4.0,4,33.0,21
dur,5.28,4.0,64,533.0,22
isi,6.6000000000000005,5.0,4,33.0,23
dur,6.6000000000000005,5.0,32,267.0,24
isi,5.28,4.0,16,134.0,25
isi,3.96,3.0,2,17.0,26
dur,3.96,3.0,8,67.0,27
isi,7.92,6.0,8,67.0,28
isi,6.6000000000000005,5.0,8,67.0,29
isi,5.28,4.0,2,17.0,30
dur,3.96,3.0,64,533.0,31
isi,3.96,3.0,64,533.0,32
dur,7.92,6.0,64,533.0,33
isi,5.28,4.0,16,134.0,34
dur,9.24,7.0,8,67.0,35
isi,9.24,7.0,4,33.0,36
isi,3.96,3.0,32,267.0,37
isi,3.96,3.0,32,267.0,38
