type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,11.88,9.0,2,17.0,0
dur,9.24,7.0,0,0.0,1
dur,10.56,8.0,32,267.0,2
dur,7.92,6.0,8,67.0,3
isi,11.88,9.0,2,17.0,4
dur,13.200000000000001,10.0,0,0.0,5
dur,14.520000000000001,11.0,2,17.0,6
isi,5.28,4.0,2,17.0,7
dur,7.92,6.0,8,67.0,8
isi,3.96,3.0,4,33.0,9
isi,3.96,3.0,16,134.0,10
isi,3.96,3.0,8,67.0,11
dur,9.24,7.0,2,17.0,12
isi,6.6000000000000005,5.0,4,33.0,13
dur,6.6000000000000005,5.0,64,533.0,14
dur,10.56,8.0,4,33.0,15
isi,17.16,13.0,8,67.0,16
dur,6.6000000000000005,5.0,4,33.0,17
dur,6.6000000000000005,5.0,8,67.0,18
dur,5.28,4.0,16,134.0,19
isi,3.96,3.0,32,267.0,20
isi,13.200000000000001,10.0,16,134.0,21
dur,5.28,4.0,32,267.0,22
isi,3.96,3.0,64,533.0,23
dur,15.84,12.0,16,134.0,24
dur,9.24,7.0,64,533.0,25
isi,3.96,3.0,8,67.0,26
isi,5.28,4.0,32,267.0,27
isi,5.28,4.0,64,533.0,28
isi,7.92,6.0,4,33.0,29
dur,5.28,4.0,32,267.0,30
dur,5.28,4.0,16,134.0,31
isi,3.96,3.0,32,267.0,32
dur,10.56,8.0,2,17.0,33
dur,7.92,6.0,4,33.0,34
dur,6.6000000000000005,5.0,0,0.0,35
isi,3.96,3.0,64,533.0,36
isi,3.96,3.0,16,134.0,37
dur,18.48,14.0,64,533.0,38
