type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,17.16,13.0,16,134.0,0
dur,7.92,6.0,0,0.0,1
dur,5.28,4.0,16,134.0,2
isi,6.6000000000000005,5.0,4,33.0,3
dur,10.56,8.0,2,17.0,4
isi,7.92,6.0,32,267.0,5
isi,3.96,3.0,2,17.0,6
dur,5.28,4.0,16,134.0,7
isi,10.56,8.0,4,33.0,8
dur,3.96,3.0,64,533.0,9
isi,11.88,9.0,16,134.0,10
dur,7.92,6.0,4,33.0,11
dur,6.6000000000000005,5.0,32,267.0,12
dur,6.6000000000000005,5.0,4,33.0,13
isi,3.96,3.0,8,67.0,14
isi,5.28,4.0,64,533.0,15
isi,6.6000000000000005,5.0,64,533.0,16
dur,14.520000000000001,11.0,0,0.0,17
dur,5.28,4.0,8,67.0,18
isi,7.92,6.0,4,33.0,19
dur,3.96,3.0,16,134.0,20
isi,3.96,3.0,2,17.0,21
dur,9.24,7.0,8,67.0,22
dur,5.28,4.0,0,0.0,23
dur,13.200000000000001,10.0,8,67.0,24
isi,11.88,9.0,32,267.0,25
isi,5.28,4.0,8,67.0,26
dur,9.24,7.0,2,17.0,27
dur,3.96,3.0,32,267.0,28
dur,5.28,4.0,2,17.0,29
dur,3.96,3.0,32,267.0,30
isi,15.84,12.0,64,533.0,31
isi,3.96,3.0,2,17.0,32
dur,6.6000000000000005,5.0,4,33.0,33
dur,13.200000000000001,10.0,64,533.0,34
isi,10.56,8.0,16,134.0,35
isi,3.96,3.0,8,67.0,36
isi,18.48,14.0,32,267.0,37
dur,9.24,7.0,64,533.0,38
