type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,10.56,8.0,64,533.0,0
isi,5.28,4.0,2,17.0,1
isi,3.96,3.0,16,134.0,2
dur,14.520000000000001,11.0,64,533.0,3
dur,5.28,4.0,0,0.0,4
isi,10.56,8.0,4,33.0,5
isi,13.200000000000001,10.0,2,17.0,6
dur,9.24,7.0,16,134.0,7
dur,9.24,7.0,4,33.0,8
dur,3.96,3.0,2,17.0,9
dur,13.200000000000001,10.0,0,0.0,10
dur,7.92,6.0,16,134.0,11
isi,15.84,12.0,32,267.0,12
isi,3.96,3.0,4,33.0,13
isi,5.28,4.0,32,267.0,14
dur,3.96,3.0,64,533.0,15
isi,3.96,3.0,8,67.0,16
dur,7.92,6.0,8,67.0,17
dur,11.88,9.0,2,17.0,18
dur,6.6000000000000005,5.0,4,33.0,19
dur,10.56,8.0,8,67.0,20
dur,9.24,7.0,8,67.0,21
dur,6.6000000000000005,5.0,0,0.0,22
isi,7.92,6.0,16,134.0,23
isi,7.92,6.0,4,33.0,24
isi,3.96,3.0,8,67.0,25
isi,18.48,14.0,64,533.0,26
dur,5.28,4.0,16,134.0,27
isi,5.28,4.0,64,533.0,28
dur,3.96,3.0,64,533.0,29
isi,6.6000000000000005,5.0,8,67.0,30
isi,3.96,3.0,2,17.0,31
isi,6.6000000000000005,5.0,16,134.0,32
dur,5.28,4.0,32,267.0,33
isi,3.96,3.0,32,267.0,34
dur,5.28,4.0,32,267.0,35
dur,6.6000000000000005,5.0,4,33.0,36
dur,17.16,13.0,2,17.0,37
dur,11.88,9.0,32,267.0,38
