type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,5.28,4.0,4,33.0,0
isi,3.96,3.0,64,533.0,1
isi,18.48,14.0,64,533.0,2
dur,7.92,6.0,16,134.0,3
dur,3.96,3.0,8,67.0,4
isi,7.92,6.0,32,267.0,5
isi,3.96,3.0,8,67.0,6
dur,10.56,8.0,64,533.0,7
dur,10.56,8.0,0,0.0,8
dur,3.96,3.0,16,134.0,9
isi,14.520000000000001,11.0,16,134.0,10
dur,6.6000000000000005,5.0,8,67.0,11
dur,6.6000000000000005,5.0,2,17.0,12
isi,13.200000000000001,10.0,8,67.0,13
dur,11.88,9.0,64,533.0,14
dur,17.16,13.0,0,0.0,15
dur,5.28,4.0,32,267.0,16
dur,5.28,4.0,4,33.0,17
isi,3.96,3.0,16,134.0,18
isi,9.24,7.0,2,17.0,19
isi,13.200000000000001,10.0,32,267.0,20
dur,5.28,4.0,8,67.0,21
dur,10.56,8.0,0,0.0,22
isi,3.96,3.0,16,134.0,23
isi,3.96,3.0,2,17.0,24
isi,7.92,6.0,32,267.0,25
dur,5.28,4.0,32,267.0,26
dur,3.96,3.0,64,533.0,27
isi,7.92,6.0,64,533.0,28
dur,11.88,9.0,16,134.0,29
dur,6.6000000000000005,5.0,2,17.0,30
isi,15.84,12.0,8,67.0,31
dur,6.6000000000000005,5.0,2,17.0,32
isi,9.24,7.0,4,33.0,33
dur,5.28,4.0,32,267.0,34
isi,5.28,4.0,2,17.0,35
dur,6.6000000000000005,5.0,4,33.0,36
isi,9.24,7.0,4,33.0,37
isi,3.96,3.0,4,33.0,38
