type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,6.6000000000000005,5.0,8,67.0,0
dur,11.88,9.0,2,17.0,1
isi,3.96,3.0,8,67.0,2
dur,18.48,14.0,8,67.0,3
dur,7.92,6.0,32,267.0,4
isi,3.96,3.0,32,267.0,5
dur,13.200000000000001,10.0,2,17.0,6
dur,6.6000000000000005,5.0,0,0.0,7
dur,5.28,4.0,32,267.0,8
dur,3.96,3.0,8,67.0,9
isi,5.28,4.0,64,533.0,10
isi,3.96,3.0,32,267.0,11
dur,11.88,9.0,0,0.0,12
isi,17.16,13.0,8,67.0,13
isi,5.28,4.0,16,134.0,14
isi,15.84,12.0,2,17.0,15
isi,10.56,8.0,16,134.0,16
dur,5.28,4.0,64,533.0,17
isi,9.24,7.0,4,33.0,18
isi,3.96,3.0,2,17.0,19
dur,6.6000000000000005,5.0,2,17.0,20
dur,13.200000000000001,10.0,4,33.0,21
dur,3.96,3.0,64,533.0,22
isi,5.28,4.0,4,33.0,23
dur,10.56,8.0,4,33.0,24
dur,6.6000000000000005,5.0,0,0.0,25
isi,3.96,3.0,16,134.0,26
dur,5.28,4.0,16,134.0,27
dur,3.96,3.0,64,533.0,28
dur,6.6000000000000005,5.0,16,134.0,29
isi,9.24,7.0,32,267.0,30
dur,14.520000000000001,11.0,32,267.0,31
dur,10.56,8.0,4,33.0,32
isi,3.96,3.0,8,67.0,33
isi,7.92,6.0,64,533.0,34
isi,7.92,6.0,4,33.0,35
isi,9.24,7.0,2,17.0,36
dur,5.28,4.0,16,134.0,37
isi,7.92,6.0,64,533.0,38
