type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,32,267.0,0
dur,3.96,3.0,2,17.0,1
isi,3.96,3.0,32,267.0,2
isi,3.96,3.0,2,17.0,3
isi,3.96,3.0,16,134.0,4
dur,3.96,3.0,2,17.0,5
dur,3.96,3.0,4,33.0,6
dur,3.96,3.0,8,67.0,7
dur,3.96,3.0,16,134.0,8
dur,3.96,3.0,4,33.0,9
isi,3.96,3.0,4,33.0,10
dur,3.96,3.0,16,134.0,11
isi,3.96,3.0,64,533.0,12
isi,3.96,3.0,64,533.0,13
dur,3.96,3.0,64,533.0,14
isi,3.96,3.0,64,533.0,15
dur,3.96,3.0,2,17.0,16
isi,3.96,3.0,2,17.0,17
isi,3.96,3.0,32,267.0,18
isi,3.96,3.0,2,17.0,19
dur,3.96,3.0,0,0.0,20
dur,3.96,3.0,8,67.0,21
dur,3.96,3.0,32,267.0,22
dur,3.96,3.0,64,533.0,23
isi,3.96,3.0,64,533.0,24
dur,3.96,3.0,32,267.0,25
isi,3.96,3.0,8,67.0,26
dur,3.96,3.0,4,33.0,27
isi,3.96,3.0,2,17.0,28
dur,3.96,3.0,16,134.0,29
isi,3.96,3.0,32,267.0,30
dur,3.96,3.0,64,533.0,31
isi,3.96,3.0,4,33.0,32
isi,3.96,3.0,4,33.0,33
isi,3.96,3.0,16,134.0,34
isi,3.96,3.0,32,267.0,35
dur,3.96,3.0,2,17.0,36
dur,3.96,3.0,0,0.0,37
dur,3.96,3.0,8,67.0,38
isi,3.96,3.0,8,67.0,39
isi,3.96,3.0,8,67.0,40
dur,3.96,3.0,16,134.0,41
isi,3.96,3.0,8,67.0,42
dur,3.96,3.0,32,267.0,43
isi,3.96,3.0,4,33.0,44
isi,3.96,3.0,16,134.0,45
dur,3.96,3.0,0,0.0,46
dur,3.96,3.0,4,33.0,47
dur,3.96,3.0,64,533.0,48
dur,3.96,3.0,0,0.0,49
dur,3.96,3.0,8,67.0,50
isi,3.96,3.0,16,134.0,51
