type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,32,267.0,0
isi,3.96,3.0,2,17.0,1
dur,3.96,3.0,32,267.0,2
isi,3.96,3.0,8,67.0,3
dur,3.96,3.0,2,17.0,4
dur,3.96,3.0,16,134.0,5
dur,3.96,3.0,0,0.0,6
isi,3.96,3.0,32,267.0,7
isi,3.96,3.0,4,33.0,8
isi,3.96,3.0,32,267.0,9
dur,3.96,3.0,32,267.0,10
isi,3.96,3.0,64,533.0,11
isi,3.96,3.0,32,267.0,12
isi,3.96,3.0,16,134.0,13
isi,3.96,3.0,16,134.0,14
dur,3.96,3.0,2,17.0,15
dur,3.96,3.0,16,134.0,16
isi,3.96,3.0,16,134.0,17
isi,3.96,3.0,2,17.0,18
dur,3.96,3.0,16,134.0,19
dur,3.96,3.0,4,33.0,20
dur,3.96,3.0,16,134.0,21
dur,3.96,3.0,8,67.0,22
dur,3.96,3.0,64,533.0,23
isi,3.96,3.0,32,267.0,24
isi,3.96,3.0,8,67.0,25
isi,3.96,3.0,64,533.0,26
dur,3.96,3.0,2,17.0,27
dur,3.96,3.0,4,33.0,28
dur,3.96,3.0,8,67.0,29
dur,3.96,3.0,64,533.0,30
isi,3.96,3.0,2,17.0,31
dur,3.96,3.0,8,67.0,32
isi,3.96,3.0,2,17.0,33
isi,3.96,3.0,64,533.0,34
dur,3.96,3.0,4,33.0,35
dur,3.96,3.0,2,17.0,36
dur,3.96,3.0,0,0.0,37
dur,3.96,3.0,0,0.0,38
dur,3.96,3.0,4,33.0,39
isi,3.96,3.0,4,33.0,40
isi,3.96,3.0,64,533.0,41
dur,3.96,3.0,64,533.0,42
isi,3.96,3.0,8,67.0,43
dur,3.96,3.0,8,67.0,44
isi,3.96,3.0,8,67.0,45
dur,3.96,3.0,0,0.0,46
isi,3.96,3.0,4,33.0,47
isi,3.96,3.0,4,33.0,48
dur,3.96,3.0,64,533.0,49
dur,3.96,3.0,32,267.0,50
isi,3.96,3.0,16,134.0,51
