type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,32,267.0,0
dur,3.96,3.0,16,134.0,1
isi,3.96,3.0,32,267.0,2
isi,3.96,3.0,64,533.0,3
isi,3.96,3.0,4,33.0,4
isi,3.96,3.0,64,533.0,5
isi,3.96,3.0,16,134.0,6
dur,3.96,3.0,64,533.0,7
isi,3.96,3.0,8,67.0,8
dur,3.96,3.0,4,33.0,9
dur,3.96,3.0,16,134.0,10
isi,3.96,3.0,4,33.0,11
isi,3.96,3.0,8,67.0,12
isi,3.96,3.0,32,267.0,13
dur,3.96,3.0,32,267.0,14
dur,3.96,3.0,4,33.0,15
isi,3.96,3.0,32,267.0,16
isi,3.96,3.0,2,17.0,17
isi,3.96,3.0,32,267.0,18
isi,3.96,3.0,16,134.0,19
isi,3.96,3.0,64,533.0,20
dur,3.96,3.0,4,33.0,21
dur,3.96,3.0,0,0.0,22
dur,3.96,3.0,0,0.0,23
isi,3.96,3.0,64,533.0,24
dur,3.96,3.0,64,533.0,25
isi,3.96,3.0,2,17.0,26
dur,3.96,3.0,2,17.0,27
dur,3.96,3.0,2,17.0,28
dur,3.96,3.0,64,533.0,29
dur,3.96,3.0,64,533.0,30
isi,3.96,3.0,4,33.0,31
isi,3.96,3.0,8,67.0,32
dur,3.96,3.0,2,17.0,33
dur,3.96,3.0,8,67.0,34
dur,3.96,3.0,32,267.0,35
isi,3.96,3.0,2,17.0,36
isi,3.96,3.0,4,33.0,37
dur,3.96,3.0,2,17.0,38
dur,3.96,3.0,8,67.0,39
dur,3.96,3.0,16,134.0,40
isi,3.96,3.0,16,134.0,41
dur,3.96,3.0,8,67.0,42
dur,3.96,3.0,0,0.0,43
isi,3.96,3.0,2,17.0,44
dur,3.96,3.0,4,33.0,45
isi,3.96,3.0,16,134.0,46
dur,3.96,3.0,0,0.0,47
dur,3.96,3.0,8,67.0,48
dur,3.96,3.0,16,134.0,49
dur,3.96,3.0,32,267.0,50
isi,3.96,3.0,8,67.0,51
