type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,11.88,9.0,0,0.0,0
dur,3.96,3.0,32,267.0,1
isi,9.24,7.0,64,533.0,2
dur,5.28,4.0,2,17.0,3
dur,11.88,9.0,16,134.0,4
dur,6.6000000000000005,5.0,16,134.0,5
dur,5.28,4.0,0,0.0,6
isi,7.92,6.0,4,33.0,7
isi,14.520000000000001,11.0,16,134.0,8
dur,3.96,3.0,8,67.0,9
isi,9.24,7.0,64,533.0,10
dur,5.28,4.0,4,33.0,11
isi,5.28,4.0,2,17.0,12
isi,6.6000000000000005,5.0,4,33.0,13
dur,5.28,4.0,64,533.0,14
isi,3.96,3.0,32,267.0,15
isi,3.96,3.0,4,33.0,16
isi,13.200000000000001,10.0,32,267.0,17
isi,10.56,8.0,2,17.0,18
dur,3.96,3.0,16,134.0,19
isi,17.16,13.0,64,533.0,20
dur,3.96,3.0,64,533.0,21
dur,5.28,4.0,8,67.0,22
isi,10.56,8.0,16,134.0,23
dur,18.48,14.0,0,0.0,24
isi,6.6000000000000005,5.0,32,267.0,25
dur,3.96,3.0,32,267.0,26
isi,3.96,3.0,8,67.0,27
isi,13.200000000000001,10.0,2,17.0,28
isi,3.96,3.0,16,134.0,29
isi,9.24,7.0,8,67.0,30
dur,15.84,12.0,64,533.0,31
dur,6.6000000000000005,5.0,2,17.0,32
dur,7.92,6.0,2,17.0,33
dur,7.92,6.0,8,67.0,34
dur,7.92,6.0,4,33.0,35
dur,5.28,4.0,32,267.0,36
dur,10.56,8.0,4,33.0,37
isi,6.6000000000000005,5.0,8,67.0,38
