type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,9.24,7.0,32,267.0,0
dur,7.92,6.0,16,134.0,1
dur,10.56,8.0,2,17.0,2
isi,6.6000000000000005,5.0,2,17.0,3
dur,6.6000000000000005,5.0,16,134.0,4
dur,17.16,13.0,0,0.0,5
isi,14.520000000000001,11.0,64,533.0,6
isi,13.200000000000001,10.0,8,67.0,7
dur,6.6000000000000005,5.0,8,67.0,8
dur,10.56,8.0,2,17.0,9
isi,3.96,3.0,2,17.0,10
isi,3.96,3.0,16,134.0,11
dur,11.88,9.0,4,33.0,12
isi,7.92,6.0,4,33.0,13
dur,3.96,3.0,32,267.0,14
dur,5.28,4.0,64,533.0,15
isi,9.24,7.0,4,33.0,16
isi,9.24,7.0,2,17.0,17
isi,3.96,3.0,64,533.0,18
isi,18.48,14.0,16,134.0,19
isi,5.28,4.0,64,533.0,20
isi,6.6000000000000005,5.0,16,134.0,21
dur,5.28,4.0,4,33.0,22
dur,3.96,3.0,0,0.0,23
dur,3.96,3.0,32,267.0,24
isi,11.88,9.0,8,67.0,25
dur,6.6000000000000005,5.0,2,17.0,26
dur,3.96,3.0,64,533.0,27
dur,7.92,6.0,64,533.0,28
dur,7.92,6.0,0,0.0,29
isi,10.56,8.0,4,33.0,30
dur,5.28,4.0,16,134.0,31
dur,13.200000000000001,10.0,4,33.0,32
dur,3.96,3.0,8,67.0,33
dur,5.28,4.0,32,267.0,34
isi,5.28,4.0,32,267.0,35
isi,5.28,4.0,32,267.0,36
dur,3.96,3.0,8,67.0,37
isi,15.84,12.0,8,67.0,38
