type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
isi,3.96,3.0,8,67.0,3
blank,3.96,3.0,0,0.0,33
dur,3.96,3.0,64,533.0,52
dur,3.96,3.0,8,67.0,18
blank,3.96,3.0,0,0.0,75
isi,3.96,3.0,16,134.0,12
dur,3.96,3.0,16,134.0,31
blank,3.96,3.0,0,0.0,1
isi,3.96,3.0,4,33.0,30
isi,3.96,3.0,2,17.0,36
blank,3.96,3.0,0,0.0,39
dur,3.96,3.0,8,67.0,37
isi,3.96,3.0,64,533.0,72
isi,3.96,3.0,32,267.0,35
dur,3.96,3.0,16,134.0,25
dur,3.96,3.0,16,134.0,54
dur,3.96,3.0,2,17.0,22
isi,3.96,3.0,32,267.0,61
isi,3.96,3.0,16,134.0,68
dur,3.96,3.0,32,267.0,62
isi,3.96,3.0,64,533.0,65
isi,3.96,3.0,32,267.0,43
blank,3.96,3.0,0,0.0,57
isi,3.96,3.0,2,17.0,63
blank,3.96,3.0,0,0.0,21
dur,3.96,3.0,32,267.0,15
dur,3.96,3.0,32,267.0,74
isi,3.96,3.0,16,134.0,4
dur,3.96,3.0,4,33.0,56
isi,3.96,3.0,2,17.0,29
dur,3.96,3.0,16,134.0,13
dur,3.96,3.0,8,67.0,41
dur,3.96,3.0,2,17.0,60
isi,3.96,3.0,16,134.0,48
dur,3.96,3.0,0,0.0,50
blank,3.96,3.0,0,0.0,59
dur,3.96,3.0,0,0.0,10
blank,3.96,3.0,0,0.0,20
isi,3.96,3.0,64,533.0,55
isi,3.96,3.0,32,267.0,73
dur,3.96,3.0,4,33.0,14
dur,3.96,3.0,2,17.0,45
isi,3.96,3.0,32,267.0,51
blank,3.96,3.0,0,0.0,17
dur,3.96,3.0,8,67.0,27
blank,3.96,3.0,0,0.0,32
isi,3.96,3.0,2,17.0,47
isi,3.96,3.0,2,17.0,5
dur,3.96,3.0,64,533.0,58
isi,3.96,3.0,4,33.0,44
blank,3.96,3.0,0,0.0,28
dur,3.96,3.0,8,67.0,19
isi,3.96,3.0,4,33.0,24
dur,3.96,3.0,4,33.0,11
blank,3.96,3.0,0,0.0,9
dur,3.96,3.0,64,533.0,7
blank,3.96,3.0,0,0.0,66
isi,3.96,3.0,8,67.0,16
dur,3.96,3.0,32,267.0,0
isi,3.96,3.0,64,533.0,67
blank,3.96,3.0,0,0.0,70
dur,3.96,3.0,0,0.0,42
dur,3.96,3.0,0,0.0,64
blank,3.96,3.0,0,0.0,53
isi,3.96,3.0,64,533.0,8
isi,3.96,3.0,16,134.0,2
dur,3.96,3.0,2,17.0,26
dur,3.96,3.0,2,17.0,71
blank,3.96,3.0,0,0.0,23
isi,3.96,3.0,4,33.0,69
isi,3.96,3.0,8,67.0,34
dur,3.96,3.0,32,267.0,49
blank,3.96,3.0,0,0.0,76
dur,3.96,3.0,16,134.0,77
dur,3.96,3.0,4,33.0,40
blank,3.96,3.0,0,0.0,46
dur,3.96,3.0,4,33.0,78
isi,3.96,3.0,8,67.0,6
isi,3.96,3.0,4,33.0,38
