type,iti_s,iti_TR,cond_frames,cond_ms,texture_id
dur,3.96,3.0,64,533.0,71
dur,3.96,3.0,0,0.0,5
isi,3.96,3.0,8,67.0,10
dur,3.96,3.0,4,33.0,65
isi,3.96,3.0,16,134.0,56
isi,3.96,3.0,4,33.0,54
isi,3.96,3.0,16,134.0,3
dur,3.96,3.0,32,267.0,34
dur,3.96,3.0,64,533.0,48
isi,3.96,3.0,4,33.0,68
blank,3.96,3.0,0,0.0,50
blank,3.96,3.0,0,0.0,33
isi,3.96,3.0,64,533.0,59
isi,3.96,3.0,4,33.0,43
blank,3.96,3.0,0,0.0,1
dur,3.96,3.0,4,33.0,11
dur,3.96,3.0,2,17.0,15
isi,3.96,3.0,8,67.0,36
dur,3.96,3.0,2,17.0,29
dur,3.96,3.0,0,0.0,39
isi,3.96,3.0,64,533.0,2
isi,3.96,3.0,16,134.0,27
dur,3.96,3.0,8,67.0,70
isi,3.96,3.0,32,267.0,25
isi,3.96,3.0,2,17.0,9
dur,3.96,3.0,4,33.0,78
blank,3.96,3.0,0,0.0,23
isi,3.96,3.0,2,17.0,35
isi,3.96,3.0,64,533.0,8
blank,3.96,3.0,0,0.0,12
dur,3.96,3.0,2,17.0,66
dur,3.96,3.0,2,17.0,41
blank,3.96,3.0,0,0.0,61
blank,3.96,3.0,0,0.0,76
dur,3.96,3.0,16,134.0,55
dur,3.96,3.0,16,134.0,77
dur,3.96,3.0,8,67.0,67
dur,3.96,3.0,64,533.0,62
dur,3.96,3.0,8,67.0,32
blank,3.96,3.0,0,0.0,17
dur,3.96,3.0,16,134.0,49
dur,3.96,3.0,16,134.0,26
dur,3.96,3.0,8,67.0,16
dur,3.96,3.0,0,0.0,60
dur,3.96,3.0,64,533.0,30
dur,3.96,3.0,0,0.0,31
blank,3.96,3.0,0,0.0,63
isi,3.96,3.0,32,267.0,4
isi,3.96,3.0,16,134.0,7
isi,3.96,3.0,16,134.0,51
isi,3.96,3.0,32,267.0,72
dur,3.96,3.0,0,0.0,18
dur,3.96,3.0,32,267.0,21
blank,3.96,3.0,0,0.0,73
blank,3.96,3.0,0,0.0,38
blank,3.96,3.0,0,0.0,40
dur,3.96,3.0,32,267.0,46
isi,3.96,3.0,64,533.0,19
isi,3.96,3.0,8,67.0,0
isi,3.96,3.0,8,67.0,28
dur,3.96,3.0,8,67.0,74
isi,3.96,3.0,4,33.0,57
isi,3.96,3.0,8,67.0,45
blank,3.96,3.0,0,0.0,6
blank,3.96,3.0,0,0.0,37
isi,3.96,3.0,2,17.0,58
dur,3.96,3.0,4,33.0,64
isi,3.96,3.0,2,17.0,20
blank,3.96,3.0,0,0.0,22
dur,3.96,3.0,32,267.0,69
dur,3.96,3.0,4,33.0,42
dur,3.96,3.0,64,533.0,53
blank,3.96,3.0,0,0.0,24
blank,3.96,3.0,0,0.0,75
isi,3.96,3.0,4,33.0,13
blank,3.96,3.0,0,0.0,44
isi,3.96,3.0,64,533.0,52
isi,3.96,3.0,32,267.0,47
isi,3.96,3.0,32,267.0,14
